ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number
EUK 1646609.xlsx - 1,A70032-12,2017-01-17,1.0,,573.75,,,,,0.29,573.75,810.0,810.0,[],0.0,810.0,810.0,EUK 1646609.xlsx,Apache,1
EUK 1646609.xlsx - 2,A70032-12,2017-01-17,1.0,,573.75,,,,,0.29,573.75,810.0,810.0,[],0.0,810.0,810.0,EUK 1646609.xlsx,Apache,2
Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx - 1,"A70032-8, A300726-15",2017-05-16,1.0,0.0,1776.62,0.0,0.0,0.0,0.0,0.28,1776.63,2460.0,2460.0,[],0.0,2460.0,2460.0,Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx,Apache,1
Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx - 2,"A70032-8, A300726-15",2017-05-16,1.0,0.0,1776.62,0.0,0.0,0.0,0.0,0.28,1776.63,2460.0,2460.0,[],0.0,2460.0,2460.0,Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx,Apache,2
Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx - 3,"A70032-8, A300726-15",2017-05-16,1.0,0.0,1465.83,0.0,0.0,0.0,0.0,0.28,1465.83,2029.5,2029.5,[],0.0,2029.5,2029.5,Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx,Apache,3
Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx - 4,A70032-12,2017-05-16,1.0,0.0,1007.89,0.0,0.0,0.0,0.0,0.28,1007.89,1396.05,1396.05,[],0.0,1396.05,1396.05,Apache - Hanger - FCM - EUK 1690975 - Rev 00.xlsx,Apache,4
APACHE EUK 1710198 REV 0.xlsx - 1,384752,2017-06-27,1.0,,11011.2,,,,,0.15,11011.2,12954.35,12954.35,[],0.0,12954.35,12954.35,APACHE EUK 1710198 REV 0.xlsx,Apache,1
EUK 1712413 Rev 2.xlsx - 1,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 2.xlsx,Apache,1
EUK 1712413 Rev 2.xlsx - 2,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 2.xlsx,Apache,2
EUK 1712413 Rev 2.xlsx - 3,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 2.xlsx,Apache,3
EUK 1712413 Rev 2.xlsx - 4,A130978-1REF,2017-07-18,1.0,,4084.8,355.2,400.0,519.39,,0.15,5359.39,6305.17,6305.17,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7696.33,10024.15,EUK 1712413 Rev 2.xlsx,Apache,4
EUK 1712413 Rev 0.xlsx - 1,A130978-1REF,2017-06-28,1.0,,4262.4,355.2,400.0,519.39,,0.15,5536.99,6514.11,6514.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7905.27,10233.09,EUK 1712413 Rev 0.xlsx,Apache,1
EUK 1712413 Rev 0.xlsx - 2,A130978-1REF,2017-06-28,1.0,,4262.4,355.2,400.0,519.39,,0.15,5536.99,6514.11,6514.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7905.27,10233.09,EUK 1712413 Rev 0.xlsx,Apache,2
EUK 1712413 Rev 0.xlsx - 3,A130978-1REF,2017-06-28,1.0,,4262.4,355.2,400.0,519.39,,0.15,5536.99,6514.11,6514.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7905.27,10233.09,EUK 1712413 Rev 0.xlsx,Apache,3
EUK 1712413 Rev 0.xlsx - 4,A130978-1REF,2017-06-28,1.0,,4084.8,355.2,400.0,519.39,,0.15,5359.39,6305.17,6305.17,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7696.33,10024.15,EUK 1712413 Rev 0.xlsx,Apache,4
EUK 1712413 Rev 1.xlsx - 1,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 1.xlsx,Apache,1
EUK 1712413 Rev 1.xlsx - 2,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 1.xlsx,Apache,2
EUK 1712413 Rev 1.xlsx - 3,A130978-1REF,2017-07-18,1.0,,5772.0,355.2,400.0,519.39,,0.15,7046.59,8290.11,8290.11,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,9681.27,12009.09,EUK 1712413 Rev 1.xlsx,Apache,3
EUK 1712413 Rev 1.xlsx - 4,A130978-1REF,2017-07-18,1.0,,4084.8,355.2,400.0,519.39,,0.15,5359.39,6305.17,6305.17,"['A300044-727', 'A300042-6', 'A76619G', 'H300431-8', 'A300044-485', 'A300042-4']",3718.98,7696.33,10024.15,EUK 1712413 Rev 1.xlsx,Apache,4
APACHE EUK 1821107 Rev 0.xlsx - 1,385386,2018-02-20,1.0,,976.8,840.0,200.0,95.4,,0.29,2112.2,2990.51,2990.51,[],0.0,2990.51,2990.51,APACHE EUK 1821107 Rev 0.xlsx,Apache,1
Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx - 1,D70416-1,2016-06-28,2.0,,290.0,,,,,0.05,290.0,304.5,609.0,[],0.0,304.5,609.0,Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx - 2,D70450-1,2016-06-28,1.0,,580.0,,,,,0.05,580.0,609.0,609.0,[],0.0,609.0,609.0,Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx - 1,D70416-1,2016-06-28,2.0,,290.0,,,,,0.05,290.0,304.5,609.0,[],0.0,304.5,609.0,Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx - 2,D70450-1,2016-06-28,1.0,,580.0,,,,,0.05,580.0,609.0,609.0,[],0.0,609.0,609.0,Chevron - Alba - Cost Model - EUK 1566963 - Rev 00.xlsx,Chevron now Ithaca,2
NOT USED.xlsx - 1,498145,2016-06-21,1.0,,1595.09,,,,,0.26,1595.09,2147.0,2147.0,[],0.0,2147.0,2147.0,NOT USED.xlsx,Chevron now Ithaca,1
Chevron EUK 1566959 REv 03.xlsx - 1,A140741-1,2017-08-15,1.0,8.07,532.8,200.0,,,,0.2,740.87,922.15,922.15,"['195034-262', '195000-445']",0.0,922.15,922.15,Chevron EUK 1566959 REv 03.xlsx,Chevron now Ithaca,1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1,A140742-,2016-08-09,2.0,0.0,1186.5,0.0,0.0,0.0,0.0,0.0,1186.5,1186.5,2373.0,[],0.0,1186.5,2373.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.1,195000-3,2016-08-09,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,[],0.0,12.0,24.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.2,195000-3,2016-08-09,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,[],0.0,12.0,24.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.3,195000-3,2016-08-09,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,18.0,[],0.0,9.0,18.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.3
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 2,A140741-,2016-08-09,2.0,0.0,621.5,0.0,0.0,0.0,0.0,0.0,621.5,621.5,1243.0,[],0.0,621.5,1243.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 2.1,195000-445,2016-08-09,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,[],0.0,12.0,12.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,2.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 3,A142030-,2016-08-09,1.0,0.0,734.5,0.0,0.0,0.0,0.0,0.0,734.5,734.5,734.5,[],0.0,734.5,734.5,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,3
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 3.1,195000-445,2016-08-09,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,[],0.0,12.0,12.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,3.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4,A141457-,2016-08-09,2.0,0.0,1331.5,0.0,0.0,0.0,0.0,0.0,1331.5,1331.5,2663.0,[],0.0,1331.5,2663.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.1,A70309-5,2016-08-09,8.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,840.0,[],0.0,105.0,840.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.2,198935-13,2016-08-09,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,96.0,[],0.0,12.0,96.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.3,A300186-6,2016-08-09,8.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,224.0,[],0.0,28.0,224.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.3
Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx - 1,A140742-,2017-04-21,2.0,0.0,1198.8,0.0,0.0,0.0,0.0,0.21,1198.8,1525.5,3051.0,[],0.0,1525.5,3051.0,Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx,Chevron now Ithaca,1
Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx - 2,A140741-,2017-04-21,2.0,0.0,577.2,0.0,0.0,0.0,0.0,0.21,577.2,734.5,1469.0,[],0.0,734.5,1469.0,Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx,Chevron now Ithaca,2
Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx - 3,A142030-,2017-04-21,2.0,0.0,865.8,0.0,0.0,0.0,0.0,0.21,865.8,1101.75,2203.5,[],0.0,1101.75,2203.5,Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx,Chevron now Ithaca,3
Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx - 4,A141457-,2017-04-21,1.0,0.0,1198.8,0.0,0.0,0.0,0.0,0.21,1198.8,1525.5,1525.5,[],0.0,1525.5,1525.5,Chevron - Tools - FCM - EUK 1566959 - Rev 01.xlsx,Chevron now Ithaca,4
Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx - 1,A140742-,2017-05-03,2.0,0.0,1198.8,0.0,0.0,0.0,0.0,0.21,1198.8,1525.5,3051.0,[],0.0,1525.5,3051.0,Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx,Chevron now Ithaca,1
Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx - 2,A140741-,2017-05-03,2.0,0.0,577.2,0.0,0.0,0.0,0.0,0.21,577.2,734.5,1469.0,[],0.0,734.5,1469.0,Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx,Chevron now Ithaca,2
Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx - 3,A142030-,2017-05-03,2.0,0.0,865.8,0.0,0.0,0.0,0.0,0.21,865.8,1101.75,2203.5,[],0.0,1101.75,2203.5,Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx,Chevron now Ithaca,3
Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx - 4,A141457-,2017-05-03,1.0,0.0,1198.8,0.0,0.0,0.0,0.0,0.21,1198.8,1525.5,1525.5,[],0.0,1525.5,1525.5,Chevron - Tools - FCM - EUK 1566959 - Rev 02.xlsx,Chevron now Ithaca,4
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1,A140742-,2016-08-09,2.0,0.0,1186.5,0.0,0.0,0.0,0.0,0.0,1186.5,1186.5,2373.0,[],0.0,1186.5,2373.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.1,195000-3,2016-08-09,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,[],0.0,12.0,24.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.2,195000-3,2016-08-09,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,[],0.0,12.0,24.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 1.3,195000-3,2016-08-09,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,18.0,[],0.0,9.0,18.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,1.3
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 2,A140741-,2016-08-09,2.0,0.0,621.5,0.0,0.0,0.0,0.0,0.0,621.5,621.5,1243.0,[],0.0,621.5,1243.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 2.1,195000-445,2016-08-09,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,[],0.0,12.0,12.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,2.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 3,A142030-,2016-08-09,1.0,0.0,734.5,0.0,0.0,0.0,0.0,0.0,734.5,734.5,734.5,[],0.0,734.5,734.5,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,3
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 3.1,195000-445,2016-08-09,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,[],0.0,12.0,12.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,3.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4,A141457-,2016-08-09,2.0,0.0,1331.5,0.0,0.0,0.0,0.0,0.0,1331.5,1331.5,2663.0,[],0.0,1331.5,2663.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.1,A70309-5,2016-08-09,8.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,840.0,[],0.0,105.0,840.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.1
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.2,198935-13,2016-08-09,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,96.0,[],0.0,12.0,96.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.2
Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx - 4.3,A300186-6,2016-08-09,8.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,224.0,[],0.0,28.0,224.0,Chevron - MS-1 Tools - Cost Model - EUK 1566959 - Rev 00.xlsx,Chevron now Ithaca,4.3
EUK1574775.xlsx - 1,A134111-1,1899-12-29,1.0,,736.0,,,,,0.35,736.0,1130.0,1130.0,[],0.0,1130.0,1130.0,EUK1574775.xlsx,Chevron now Ithaca,1
EUK1574775.xlsx - 1,A134111-1,1899-12-29,1.0,,736.0,,,,,0.35,736.0,1130.0,1130.0,[],0.0,1130.0,1130.0,EUK1574775.xlsx,Chevron now Ithaca,1
EUK 1574786 Rev 02.xlsx - 1,D130171-1C41,2016-09-14,3.0,,5428.0,200.0,,,,0.18,5628.0,6887.0,20661.0,[],0.0,6887.0,20661.0,EUK 1574786 Rev 02.xlsx,Chevron now Ithaca,1
EUK 1574786 Rev 0.xlsx - 1,D130171-1C41,2016-08-18,3.0,,6808.0,200.0,,,,0.18,7008.0,8582.0,25746.0,[],0.0,8582.0,25746.0,EUK 1574786 Rev 0.xlsx,Chevron now Ithaca,1
EUK 1574786 Rev 01.xlsx - 1,D130171-1C41,2016-08-19,3.0,,5428.0,200.0,,,,0.18,5628.0,6887.0,20661.0,[],0.0,6887.0,20661.0,EUK 1574786 Rev 01.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 07.xlsx - 1,D70416-1,2017-12-13,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 07.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 1,D70416-1,2016-08-22,1.0,,555.26,,,,,0.18,555.26,678.0,678.0,[],0.0,678.0,678.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 2,D70450-1,2016-08-22,1.0,,508.99,,,,,0.18,508.99,621.5,621.5,[],0.0,621.5,621.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 3,A300078-4,2016-08-22,1.0,,8.39,,,,,0.64,8.39,23.0,23.0,[],0.0,23.0,23.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,3
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 4,D70450-1,2016-08-22,1.0,,508.99,,,,,0.18,508.99,621.5,621.5,[],0.0,621.5,621.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 5,A300078-4,2016-08-22,1.0,,8.39,,,,,0.64,8.39,23.0,23.0,[],0.0,23.0,23.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,5
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 6,D70440-1,2016-08-22,1.0,,370.18,,,,,0.18,370.18,452.0,452.0,[],0.0,452.0,452.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,6
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 7,H71697-1,2016-08-22,1.0,,231.36,,,,,0.18,231.36,282.5,282.5,[],0.0,282.5,282.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,7
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 8,A70299-5,2016-08-22,1.0,,1249.34,,,,,0.18,1249.34,1525.5,1525.5,[],0.0,1525.5,1525.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,8
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 9,A70309-1,2016-08-22,2.0,,113.73,,,,,0.27,113.73,154.99,309.98,[],0.0,154.99,309.98,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,9
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 10,195000-326,2016-08-22,3.0,,0.17,,,,,0.97,0.17,6.0,18.0,[],0.0,6.0,18.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,10
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 11,A301357-1,2016-08-22,1.0,,393.31,,,,,0.18,393.31,480.0,480.0,[],0.0,480.0,480.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,11
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 12,A948818-1,2016-08-22,1.0,,95.0,,,,,0.72,95.0,338.0,338.0,[],0.0,338.0,338.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,12
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 13,A70299-5,2016-08-22,1.0,,1249.34,,,,,0.18,1249.34,1525.5,1525.5,[],0.0,1525.5,1525.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 14,A70309-1,2016-08-22,2.0,,113.73,,,,,0.27,113.73,154.99,309.99,[],0.0,154.99,309.99,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,14
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 15,195000-326,2016-08-22,3.0,,0.17,,,,,0.97,0.17,6.0,18.0,[],0.0,6.0,18.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,15
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 16,A301357-1,2016-08-22,1.0,,393.31,,,,,0.18,393.31,480.0,480.0,[],0.0,480.0,480.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,16
Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx - 17,A948818-1,2016-08-22,1.0,,95.0,,,,,0.72,95.0,338.0,338.0,[],0.0,338.0,338.0,Chevron - Tools - Cost Model - EUK 1578902 - Rev 00.xlsx,Chevron now Ithaca,17
Chevro FCM Montrose Delivery revised 270417.xlsx - 1,D70416-1,2017-04-21,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,1
Chevro FCM Montrose Delivery revised 270417.xlsx - 2,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,2
Chevro FCM Montrose Delivery revised 270417.xlsx - 4,D70450-1,2017-04-21,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,4
Chevro FCM Montrose Delivery revised 270417.xlsx - 6,D70440-1,2017-04-21,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,6
Chevro FCM Montrose Delivery revised 270417.xlsx - 7,H71697-1,2017-04-21,1.0,,222.0,,,,,0.25,222.0,295.13,295.13,[],0.0,295.13,295.13,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,7
Chevro FCM Montrose Delivery revised 270417.xlsx - 8,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,8
Chevro FCM Montrose Delivery revised 270417.xlsx - 13,A70299-5,2017-04-21,1.0,,2530.8,,,,,0.21,2530.8,3220.5,3220.5,[],0.0,3220.5,3220.5,Chevro FCM Montrose Delivery revised 270417.xlsx,Chevron now Ithaca,13
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 1,D70416-1,2017-04-28,1.0,,532.8,,,,,0.18,532.8,650.57,650.57,[],0.0,650.57,650.57,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,1
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 2,D70450-1,2017-04-28,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,2
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 4,D70450-1,2017-04-28,1.0,,475.89,,,,,0.26,475.89,644.5,644.5,[],0.0,644.5,644.5,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,4
Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx - 6,D70440-1,2017-04-28,1.0,,355.2,,,,,0.25,355.2,472.21,472.21,[],0.0,472.21,472.21,Chevron - Tools - Cost Model - EUK 1578902 - Rev 01.xlsx,Chevron now Ithaca,6
