ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number
EUK 1694470 REV01.xlsx - 17,200772-5,2017-05-10,1.0,,6.53,,,,,0.75,6.53,26.12,26.12,[],0.0,26.12,26.12,EUK 1694470 REV01.xlsx,Chrysaor prev COP,17
EUK 1694470 REV01.xlsx - 21,A301046-454,2017-05-10,4.0,,17.0,,,,,0.77,17.0,73.68,294.72,[],0.0,73.68,294.72,EUK 1694470 REV01.xlsx,Chrysaor prev COP,21
EUK 1694470 REV01.xlsx - 26,193474-216,2017-05-10,1.0,,6.96,,,,,0.75,6.96,27.84,27.84,[],0.0,27.84,27.84,EUK 1694470 REV01.xlsx,Chrysaor prev COP,26
EUK 1694470.xlsx - 1,A949130-1,2017-05-09,1.0,,4884.0,5061.6,700.0,1250.0,700.0,0.25,12595.6,16706.67,16706.67,[],0.0,16706.67,16706.67,EUK 1694470.xlsx,Chrysaor prev COP,1
EUK 1694470.xlsx - 2,H71318-5,2017-05-09,17.0,,79.98,,,,,0.67,79.98,239.94,4078.98,[],0.0,239.94,4078.98,EUK 1694470.xlsx,Chrysaor prev COP,2
EUK 1694470.xlsx - 3,A130076-1,2017-05-09,1.0,,10.74,,,,,0.65,10.74,30.93,30.93,[],0.0,30.93,30.93,EUK 1694470.xlsx,Chrysaor prev COP,3
EUK 1694470.xlsx - 5,H300431-8,2017-05-09,2.0,,45.67,,,,,0.66,45.67,136.0,272.0,[],0.0,136.0,272.0,EUK 1694470.xlsx,Chrysaor prev COP,5
EUK 1694470.xlsx - 10,H71317-10,2017-05-09,3.0,,350.0,,,,,0.36,350.0,550.0,1650.0,[],0.0,550.0,1650.0,EUK 1694470.xlsx,Chrysaor prev COP,10
EUK 1694470.xlsx - 13,195055-17,2017-05-09,4.0,,3.0,,,,,0.67,3.0,9.0,36.0,[],0.0,9.0,36.0,EUK 1694470.xlsx,Chrysaor prev COP,13
EUK 1694470.xlsx - 14,H300667-6,2017-05-09,1.0,,9.7,,,,,0.75,9.7,38.8,38.8,[],0.0,38.8,38.8,EUK 1694470.xlsx,Chrysaor prev COP,14
EUK 1694470.xlsx - 15,201182-75,2017-05-09,1.0,,41.66,,,,,0.67,41.66,124.98,124.98,[],0.0,124.98,124.98,EUK 1694470.xlsx,Chrysaor prev COP,15
EUK 1694470.xlsx - 16,A300800-2,2017-05-09,1.0,,3.68,,,,,0.75,3.68,15.0,15.0,[],0.0,15.0,15.0,EUK 1694470.xlsx,Chrysaor prev COP,16
EUK 1694470.xlsx - 17,200772-5,2017-05-09,1.0,,6.53,,,,,0.75,6.53,26.12,26.12,[],0.0,26.12,26.12,EUK 1694470.xlsx,Chrysaor prev COP,17
EUK 1694470.xlsx - 18,R102668-2,2017-05-09,1.0,,378.4,,,,,0.35,378.4,582.15,582.15,[],0.0,582.15,582.15,EUK 1694470.xlsx,Chrysaor prev COP,18
EUK 1694470.xlsx - 19,H300150-144,2017-05-09,3.0,,315.0,,,,,0.5,315.0,630.0,1890.0,[],0.0,630.0,1890.0,EUK 1694470.xlsx,Chrysaor prev COP,19
EUK 1694470.xlsx - 20,123813,2017-05-09,3.0,,300.0,,,,,0.5,300.0,600.0,1800.0,[],0.0,600.0,1800.0,EUK 1694470.xlsx,Chrysaor prev COP,20
EUK 1694470.xlsx - 21,A301046-454,2017-05-09,4.0,,17.0,,,,,0.77,17.0,73.68,294.72,[],0.0,73.68,294.72,EUK 1694470.xlsx,Chrysaor prev COP,21
EUK 1694470.xlsx - 22,A300210-3,2017-05-09,1.0,,2.0,,,,,0.71,2.0,7.0,7.0,[],0.0,7.0,7.0,EUK 1694470.xlsx,Chrysaor prev COP,22
EUK 1694470.xlsx - 26,193474-216,2017-05-09,1.0,,6.96,,,,,0.75,6.96,27.84,27.84,[],0.0,27.84,27.84,EUK 1694470.xlsx,Chrysaor prev COP,26
EUK 1694470 REV01.xlsx - 1,A949130-1,2017-05-10,1.0,,4884.0,5061.6,700.0,1250.0,700.0,0.25,12595.6,16706.67,16706.67,[],0.0,16706.67,16706.67,EUK 1694470 REV01.xlsx,Chrysaor prev COP,1
EUK 1694470 REV01.xlsx - 2,H71318-5,2017-05-10,17.0,,79.98,,,,,0.67,79.98,239.94,4078.98,[],0.0,239.94,4078.98,EUK 1694470 REV01.xlsx,Chrysaor prev COP,2
EUK 1694470 REV01.xlsx - 3,A130076-1,2017-05-10,1.0,,10.74,,,,,0.65,10.74,30.93,30.93,[],0.0,30.93,30.93,EUK 1694470 REV01.xlsx,Chrysaor prev COP,3
EUK 1694470 REV01.xlsx - 5,H300431-8,2017-05-10,2.0,,45.67,,,,,0.66,45.67,136.0,272.0,[],0.0,136.0,272.0,EUK 1694470 REV01.xlsx,Chrysaor prev COP,5
EUK 1694470 REV01.xlsx - 10,H71317-10,2017-05-10,3.0,,350.0,,,,,0.36,350.0,550.0,1650.0,[],0.0,550.0,1650.0,EUK 1694470 REV01.xlsx,Chrysaor prev COP,10
EUK 1694470 REV01.xlsx - 13,195055-17,2017-05-10,4.0,,3.0,,,,,0.67,3.0,9.0,36.0,[],0.0,9.0,36.0,EUK 1694470 REV01.xlsx,Chrysaor prev COP,13
EUK 1694470 REV01.xlsx - 14,H300667-6,2017-05-10,1.0,,9.7,,,,,0.75,9.7,38.8,38.8,[],0.0,38.8,38.8,EUK 1694470 REV01.xlsx,Chrysaor prev COP,14
EUK 1694470 REV01.xlsx - 15,201182-75,2017-05-10,1.0,,41.66,,,,,0.67,41.66,124.98,124.98,[],0.0,124.98,124.98,EUK 1694470 REV01.xlsx,Chrysaor prev COP,15
EUK 1694470 REV01.xlsx - 16,A300800-2,2017-05-10,1.0,,3.68,,,,,0.75,3.68,15.0,15.0,[],0.0,15.0,15.0,EUK 1694470 REV01.xlsx,Chrysaor prev COP,16
EUK 1694470 REV01.xlsx - 17,200772-5,2017-05-10,1.0,,6.53,,,,,0.75,6.53,26.12,26.12,[],0.0,26.12,26.12,EUK 1694470 REV01.xlsx,Chrysaor prev COP,17
EUK 1694470 REV01.xlsx - 21,A301046-454,2017-05-10,4.0,,17.0,,,,,0.77,17.0,73.68,294.72,[],0.0,73.68,294.72,EUK 1694470 REV01.xlsx,Chrysaor prev COP,21
EUK 1694470 REV01.xlsx - 26,193474-216,2017-05-10,1.0,,6.96,,,,,0.75,6.96,27.84,27.84,[],0.0,27.84,27.84,EUK 1694470 REV01.xlsx,Chrysaor prev COP,26
EUK 1694480 Rev 02.xlsx - 1,A949110-1,2017-12-07,1.0,403.79,99.52,1007.0,170.0,,310.8,0.26,1991.11,2690.69,2690.69,[],0.0,2690.69,2690.69,EUK 1694480 Rev 02.xlsx,Chrysaor prev COP,1
EUK 1694480 COP Modification.xlsx - 1,A949110-1,2017-05-17,1.0,,177.6,8478.0,1250.0,200.0,300.0,0.24,10405.6,13697.16,13697.16,[],0.0,13697.16,13697.16,EUK 1694480 COP Modification.xlsx,Chrysaor prev COP,1
EUK 1694480 COP Modification REV 01.xlsx - 1,A949110-1,2017-06-05,1.0,,5040.0,8478.0,300.0,300.0,,0.3,14118.0,20168.57,20168.57,[],0.0,20168.57,20168.57,EUK 1694480 COP Modification REV 01.xlsx,Chrysaor prev COP,1
EUK 1694480 COP Modification REV 01.xlsx - 1,A949110-1,2017-06-05,1.0,,5040.0,8478.0,300.0,300.0,,0.3,14118.0,20168.57,20168.57,[],0.0,20168.57,20168.57,EUK 1694480 COP Modification REV 01.xlsx,Chrysaor prev COP,1
EUK 1701921 - CONOCO - REV 00.xlsx - 1,A949235-1,2017-05-17,1.0,1243.2,,133.0,,,,0.25,1376.2,1846.25,1846.25,[],0.0,1846.25,1846.25,EUK 1701921 - CONOCO - REV 00.xlsx,Chrysaor prev COP,1
EUK 1701921 - CONOCO - REV 01.xlsx - 1,"A949235-1, A70260-1, A930664-2, A301046-318, A935788-1, A145151",2017-06-15,1.0,1243.2,,133.0,,,,0.25,1376.2,1846.25,1846.25,[],0.0,1846.25,1846.25,EUK 1701921 - CONOCO - REV 01.xlsx,Chrysaor prev COP,1
CONOCO EUK 1704210.xlsx - 1,D130234-2,2018-06-13,1.0,,1313.04,,,,,0.32,1313.04,1920.0,1920.0,[],0.0,1920.0,1920.0,CONOCO EUK 1704210.xlsx,Chrysaor prev COP,1
EUK 1706163 - CONOCO - REV 02.xlsx - 1,A949382-1,2017-09-18,1.0,,7903.2,,,55.0,,0.26,7958.2,10740.5,10740.5,[],0.0,10740.5,10740.5,EUK 1706163 - CONOCO - REV 02.xlsx,Chrysaor prev COP,1
EUK 1707370 - CONOCO - REV 01.xlsx - 1,A949382-7C26,2017-07-31,2.0,,,950.0,,,,0.26,950.0,1282.8,2565.6,[],0.0,1282.8,2565.6,EUK 1707370 - CONOCO - REV 01.xlsx,Chrysaor prev COP,1
EUK 1707370 - CONOCO - REV 00.xlsx - 1,A949382-7,2017-07-12,1.0,,,950.0,,,,0.26,950.0,1282.8,1282.8,[],0.0,1282.8,1282.8,EUK 1707370 - CONOCO - REV 00.xlsx,Chrysaor prev COP,1
Conoco EUK 1709729 FCM Rev 00.xlsx - 1,A945737-2,2017-06-15,1.0,,2042.4,435.0,200.0,,,0.23,2677.4,3458.5,3458.5,[],0.0,3458.5,3458.5,Conoco EUK 1709729 FCM Rev 00.xlsx,Chrysaor prev COP,1
EUK 1711799 - CONOCO - CM REV 0.xlsx - 1,F/IBYCOP,2017-06-12,1.0,,266.4,,,,,0.26,266.4,360.0,360.0,[],0.0,360.0,360.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,1
EUK 1711799 - CONOCO - CM REV 0.xlsx - 2,"A954636-1, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,2
EUK 1711799 - CONOCO - CM REV 0.xlsx - 3,"A950796-2, F/IBYCOP, JASMINE",2017-06-12,2.0,,310.8,,,,,0.26,310.8,420.0,840.0,[],0.0,420.0,840.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,3
EUK 1711799 - CONOCO - CM REV 0.xlsx - 4,"A114384-1, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,4
EUK 1711799 - CONOCO - CM REV 0.xlsx - 5,"A247331-1, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,5
EUK 1711799 - CONOCO - CM REV 0.xlsx - 7,"N102600-2, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,7
EUK 1711799 - CONOCO - CM REV 0.xlsx - 8,"A114387-1, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,8
EUK 1711799 - CONOCO - CM REV 0.xlsx - 9,"A73054-15, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,9
EUK 1711799 - CONOCO - CM REV 0.xlsx - 10,"A120696-1, F/IBYCOP",2017-06-12,2.0,,266.4,,,,,0.26,266.4,360.0,720.0,[],0.0,360.0,720.0,EUK 1711799 - CONOCO - CM REV 0.xlsx,Chrysaor prev COP,10
Conoco - EUK 1719869 - FCM Rev 00.xlsx - 1,A273474-1C26,2017-07-17,,,,,,,,,,0.0,0.0,"['H72112-2', 'A301115-69', 'A301115-14']",7893.18,1027.49,7893.18,Conoco - EUK 1719869 - FCM Rev 00.xlsx,Chrysaor prev COP,1
EUK 1724889 - CONOCO - CM - REV 01.xlsx - 1,HYBRIDXMT,2017-08-22,6.0,,880.0,509.71,,,,0.09,1389.71,1528.68,9172.08,[],0.0,1528.68,9172.08,EUK 1724889 - CONOCO - CM - REV 01.xlsx,Chrysaor prev COP,1
EUK 1724889 - CONOCO - CM - REV 01.xlsx - 2,JASMINEXMT,2017-08-22,1.0,,880.0,509.71,,,,0.09,1389.71,1528.68,1528.68,[],0.0,1528.68,1528.68,EUK 1724889 - CONOCO - CM - REV 01.xlsx,Chrysaor prev COP,2
EUK 1724889 - CONOCO - CM - REV 01.xlsx - 3,HYBRIDPWV,2017-08-22,7.0,,880.0,509.71,,,,0.09,1389.71,1528.68,10700.76,[],0.0,1528.68,10700.76,EUK 1724889 - CONOCO - CM - REV 01.xlsx,Chrysaor prev COP,3
EUK 1724889 - CONOCO - CM - REV 01.xlsx - 4,JADEJUDYPWV,2017-08-22,7.0,,880.0,509.71,,,,0.09,1389.71,1528.68,10700.76,[],0.0,1528.68,10700.76,EUK 1724889 - CONOCO - CM - REV 01.xlsx,Chrysaor prev COP,4
EUK 1724889 - CONOCO - CM - REV 01.xlsx - 5,LOOSEACTUATOR,2017-08-22,1.0,,880.0,509.71,,,,0.09,1389.71,1528.68,1528.68,[],0.0,1528.68,1528.68,EUK 1724889 - CONOCO - CM - REV 01.xlsx,Chrysaor prev COP,5
EUK 1724889 - CONOCO - CM - REV 00.xlsx - 1,HYBRIDXMT,2017-08-16,6.0,,880.0,509.71,,,,0.09,1389.71,1528.68,9172.08,[],0.0,1528.68,9172.08,EUK 1724889 - CONOCO - CM - REV 00.xlsx,Chrysaor prev COP,1
EUK 1724889 - CONOCO - CM - REV 00.xlsx - 2,JASMINEXMT,2017-08-16,1.0,,880.0,509.71,,,,0.09,1389.71,1528.68,1528.68,[],0.0,1528.68,1528.68,EUK 1724889 - CONOCO - CM - REV 00.xlsx,Chrysaor prev COP,2
EUK 1724889 - CONOCO - CM - REV 00.xlsx - 3,HYBRIDPWV,2017-08-16,7.0,,880.0,509.71,,,,0.09,1389.71,1528.68,10700.76,[],0.0,1528.68,10700.76,EUK 1724889 - CONOCO - CM - REV 00.xlsx,Chrysaor prev COP,3
EUK 1724889 - CONOCO - CM - REV 00.xlsx - 4,JADEJUDYPWV,2017-08-16,7.0,,880.0,509.71,,,,0.09,1389.71,1528.68,10700.76,[],0.0,1528.68,10700.76,EUK 1724889 - CONOCO - CM - REV 00.xlsx,Chrysaor prev COP,4
EUK 1724889 - CONOCO - CM - REV 00.xlsx - 5,LOOSEACTUATOR,2017-08-16,1.0,,880.0,509.71,,,,0.09,1389.71,1528.68,1528.68,[],0.0,1528.68,1528.68,EUK 1724889 - CONOCO - CM - REV 00.xlsx,Chrysaor prev COP,5
EUK 1730292 - Conoco - CM -  Rev 02 (1) - ss hrs and del.xlsx - 1,D130234-2-CP,1899-12-29,1.0,,1687.2,,,,,0.19,1687.2,2088.16,2088.16,"['A133143-9', 'A133173-1', 'A133144-2', '195000-379', '193413-216', '195000-245', 'A200972-1', 'D130320-2', 'A133153-2', '195026-409', '195044-280', 'A133188-7', 'A133189-2', 'A301046-343', '195000-247', '191055-17', '170617', 'A930444-1', '190853-13', '199548-11', '200349-6', '201007-20', 'H301275-183', '200829-13', 'A301133-4']",3348.16,3886.31,5436.32,EUK 1730292 - Conoco - CM -  Rev 02 (1) - ss hrs and del.xlsx,Chrysaor prev COP,1
EUK 1730292 - Conoco - CM -  Rev 02 - Customer view.xlsx - 1,D130234-2-CP,2017-12-18,1.0,444.0,3196.8,970.0,135.0,816.0,,0.21,5561.8,7033.1,7033.1,"['A133143-9', 'A133173-1', 'A133144-2', '195000-379', '193413-216', '195000-245', 'A200972-1', 'D130320-2', 'A133153-2', '195026-409', '195044-280', 'A133188-7', 'A133189-2', 'A301046-343', '195000-247', '191055-17', '170617', 'A930444-1', '190853-13', '199548-11', '200349-6', '201007-20', 'H301275-183', '200829-13', 'A301133-4']",3968.36,9131.6,11001.46,EUK 1730292 - Conoco - CM -  Rev 02 - Customer view.xlsx,Chrysaor prev COP,1
EUK 1730292 - Conoco - CM -  Rev 02.xlsx - 1,D130234-2-CP,2017-12-18,1.0,444.0,3196.8,970.0,135.0,,,0.23,4745.8,6135.5,6135.5,"['A133143-9', 'A133173-1', 'A133144-2', '195000-379', '193413-216', '195000-245', 'A200972-1', 'D130320-2', 'A133153-2', '195026-409', '195044-280', 'A133188-7', 'A133189-2', 'A301046-343', '195000-247', '191055-17', '170617', 'A930444-1', '190853-13', '199548-11', '200349-6', '201007-20', 'H301275-183', '200829-13', 'A301133-4']",3968.36,8234.0,10103.86,EUK 1730292 - Conoco - CM -  Rev 02.xlsx,Chrysaor prev COP,1
Conoco - EUK 1730292 - FCM REV 0 AW.xlsx - 1,D130234-2,2017-08-04,1.0,,1842.2,,,,,0.25,1842.2,2450.5,2450.5,[],0.0,2450.5,2450.5,Conoco - EUK 1730292 - FCM REV 0 AW.xlsx,Chrysaor prev COP,1
EUK 1730292 - Conoco - Rev 01.xlsx - 1,D130234-2-CP,2017-11-16,1.0,,1687.2,,,,,0.19,1687.2,2088.16,2088.16,[],0.0,2088.16,2088.16,EUK 1730292 - Conoco - Rev 01.xlsx,Chrysaor prev COP,1
Conoco EUK 1733149 Rev 02.xlsx - 1,A133206-4C26,2017-09-18,1.0,,1420.8,350.0,155.0,200.0,,0.23,2125.8,2757.86,2757.86,"['H133531-10', '201833-30', '193474-238', 'A133194-1', 'A133194-2', 'A133194-3', 'A133194-4', '193474-266', '193521-1', 'H301005-45', 'A301115-1012']",3868.41,5327.83,6626.27,Conoco EUK 1733149 Rev 02.xlsx,Chrysaor prev COP,1
Conoco EUK 1733149 Rev 0.xlsx - 1,A133206-4C26,2017-09-05,1.0,,2575.2,350.0,155.0,200.0,,0.23,3280.2,4255.5,4255.5,"['H133531-10', '201833-30', '193474-238', 'A133194-1', 'A133194-2', 'A133194-3', 'A133194-4', '193474-266', '193521-1', 'H301005-45', 'A301115-1012']",3868.41,6825.47,8123.91,Conoco EUK 1733149 Rev 0.xlsx,Chrysaor prev COP,1
Conoco EUK 1733149 Rev 01.xlsx - 1,A133206-4C26,2017-09-13,1.0,,1420.8,350.0,155.0,200.0,,0.23,2125.8,2757.86,2757.86,"['H133531-10', '201833-30', '193474-238', 'A133194-1', 'A133194-2', 'A133194-3', 'A133194-4', '193474-266', '193521-1', 'H301005-45', 'A301115-1012']",3868.41,5327.83,6626.27,Conoco EUK 1733149 Rev 01.xlsx,Chrysaor prev COP,1
EUK 1747496 - Conoco - CM -  Rev 01 - Customer View.xlsx - 1,A134008-6,2017-12-18,1.0,,4972.8,1030.0,135.0,473.0,,0.22,6610.8,8521.8,8521.8,"['A133664-3', 'A133659-1', 'A133144-6', '195000-379', 'A300106-4', '29070-31', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', 'A948546-5', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",7220.83,14255.32,15742.63,EUK 1747496 - Conoco - CM -  Rev 01 - Customer View.xlsx,Chrysaor prev COP,1
EUK 1747496 - Conoco - CM -  Rev 01 - Customer View.xlsx - 2,A134008-6,2017-12-18,1.0,,4351.2,1030.0,135.0,670.0,,0.22,6186.2,7898.5,7898.5,"['A133144-6', '195000-379', 'A300106-4', '29070-30', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",3408.79,10278.41,11307.29,EUK 1747496 - Conoco - CM -  Rev 01 - Customer View.xlsx,Chrysaor prev COP,2
EUK 1747496 - Conoco - CM -  Rev 01 - ss hrs and del.xlsx - 1,A134008-6,1899-12-29,1.0,,56 HOURS,1030.0,135.0,,,,,1165.0,1165.0,"['A133664-3', 'A133659-1', 'A133144-6', '195000-379', 'A300106-4', '29070-31', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', 'A948546-5', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",4970.83,4783.52,6135.83,EUK 1747496 - Conoco - CM -  Rev 01 - ss hrs and del.xlsx,Chrysaor prev COP,1
EUK 1747496 - Conoco - CM -  Rev 01 - ss hrs and del.xlsx - 2,A134008-6,1899-12-29,1.0,,49 HOURS,1030.0,135.0,,,,,1165.0,1165.0,"['A133144-6', '195000-379', 'A300106-4', '29070-30', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",3138.79,3409.91,4303.79,EUK 1747496 - Conoco - CM -  Rev 01 - ss hrs and del.xlsx,Chrysaor prev COP,2
EUK 1747496 - Conoco - CM -  Rev 01.xlsx - 1,A134008-6,2017-12-18,1.0,,4972.8,1030.0,135.0,,,0.23,6137.8,8001.5,8001.5,"['A133664-3', 'A133659-1', 'A133144-6', '195000-379', 'A300106-4', '29070-31', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', 'A948546-5', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",7220.83,13735.02,15222.33,EUK 1747496 - Conoco - CM -  Rev 01.xlsx,Chrysaor prev COP,1
EUK 1747496 - Conoco - CM -  Rev 01.xlsx - 2,A134008-6,2017-12-18,1.0,,4351.2,1030.0,135.0,,,0.23,5516.2,7161.5,7161.5,"['A133144-6', '195000-379', 'A300106-4', '29070-30', '195000-246', 'A200972-1', 'D130320-2', 'A133153-6', '195000-243', 'A001-04-24', '195000-250', '191055-17', '87764-2', 'A301046-354', '190853-13', 'A300172-129', '200008-148', '199548-11', '193413-216', '200829-13', 'A301133-4', 'A133187-2', 'A133188-9', 'A133189-2', 'A301046-343']",3408.79,9541.41,10570.29,EUK 1747496 - Conoco - CM -  Rev 01.xlsx,Chrysaor prev COP,2
Conoco EUK 1747496 Rev 0.xlsx - 1,A134008-6,2017-09-20,2.0,,2131.2,75.0,,,,0.2,2206.2,2757.75,5515.5,[],0.0,2757.75,5515.5,Conoco EUK 1747496 Rev 0.xlsx,Chrysaor prev COP,1
CONOCO EUK 1781218 Rev 0.xlsx - 1,A175204-1C26,2017-12-01,2.0,,15926.2,,,,,0.2,15926.2,19907.75,39815.5,[],0.0,19907.75,39815.5,CONOCO EUK 1781218 Rev 0.xlsx,Chrysaor prev COP,1
CONOCO EUK 1781218 Rev 0.xlsx - 2,A175197-1C26,2017-12-01,2.0,,2960.0,,,,,0.25,2960.0,3938.76,7877.53,[],0.0,3938.76,7877.53,CONOCO EUK 1781218 Rev 0.xlsx,Chrysaor prev COP,2
CONOCO EUK 1781218 Rev 01.xlsx - 1,A175204-1C26,2017-12-06,2.0,,15926.2,,,,,0.2,15926.2,19907.75,39815.5,[],0.0,19907.75,39815.5,CONOCO EUK 1781218 Rev 01.xlsx,Chrysaor prev COP,1
CONOCO EUK 1781218 Rev 01.xlsx - 2,A175197-1C26,2017-12-06,2.0,,2960.0,,,,,0.25,2960.0,3938.76,7877.53,[],0.0,3938.76,7877.53,CONOCO EUK 1781218 Rev 01.xlsx,Chrysaor prev COP,2
CONOCO EUK 1781218 Rev 02.xlsx - 1,A175204-1C26,2018-02-08,2.0,,15926.2,,,,,0.2,15926.2,19907.75,39815.5,[],0.0,19907.75,39815.5,CONOCO EUK 1781218 Rev 02.xlsx,Chrysaor prev COP,1
CONOCO EUK 1781218 Rev 02.xlsx - 2,A175197-1C26,2018-02-08,2.0,,3315.2,,,,,0.25,3315.2,4411.42,8822.83,['A299091-1C26'],4892.31,6857.57,13715.14,CONOCO EUK 1781218 Rev 02.xlsx,Chrysaor prev COP,2
EUK 1781396 Conoco Casing Heads -CM - Rev 03.xlsx - 1,A114235-14C26,2018-01-23,1.0,,,799.2,75.0,,,0.25,874.2,1162.5,1162.5,[' H300220-1 '],103.95,1197.15,1266.45,EUK 1781396 Conoco Casing Heads -CM - Rev 03.xlsx,Chrysaor prev COP,1
EUK 1781396 Conoco Casing Heads -CM - Rev 01.xlsx - 1,A114235-14C26,2017-12-07,,,,,,,,,,0.0,0.0,[' H300220-1 '],103.95,34.65,103.95,EUK 1781396 Conoco Casing Heads -CM - Rev 01.xlsx,Chrysaor prev COP,1
EUK 1781396 Conoco Casing Heads -CM - Rev 02.xlsx - 1,A114235-14C26,2018-01-19,2.0,,,799.2,75.0,,,0.25,874.2,1162.5,2325.0,[' H300220-1 '],103.95,1197.15,2428.95,EUK 1781396 Conoco Casing Heads -CM - Rev 02.xlsx,Chrysaor prev COP,1
EUK 1788536  ConocoTree reconfig CM Rev 01.xlsx - 1,A949382-7C26,2018-01-22,1.0,,2080.0,,,,,0.26,2080.0,2810.81,2810.81,[],0.0,2810.81,2810.81,EUK 1788536  ConocoTree reconfig CM Rev 01.xlsx,Chrysaor prev COP,1
EUK 1788536  ConocoTree reconfig CM.xlsx - 1,A949382-7C26,2018-01-19,1.0,,4427.5,,,,,0.2,4427.5,5520.0,5520.0,[],0.0,5520.0,5520.0,EUK 1788536  ConocoTree reconfig CM.xlsx,Chrysaor prev COP,1
EUK 1788536  ConocoTree reconfig CM.xlsx - 1,A949382-7C26,2018-01-19,1.0,,4427.5,,,,,0.2,4427.5,5520.0,5520.0,[],0.0,5520.0,5520.0,EUK 1788536  ConocoTree reconfig CM.xlsx,Chrysaor prev COP,1
EUK 1788539 Conoco- CM - Rev 04.xlsx - 1,A949489-7C26,2018-04-12,,,,,,,,,,0.0,0.0,"['A950547-4 ', 'A142947-4']",5002.7,2501.35,5002.7,EUK 1788539 Conoco- CM - Rev 04.xlsx,Chrysaor prev COP,1
EUK 1788716 Rev 0.xlsx - 1,A949235-8C26Ref,2017-11-14,2.0,,266.4,700.0,300.0,,,0.28,1266.4,1766.92,3533.84,"['N103126-1', 'A930664-3', 'A935788-5']",0.0,1766.92,3533.84,EUK 1788716 Rev 0.xlsx,Chrysaor prev COP,1
EUK 1788716 Rev 01.xlsx - 1,A949235-7C26Ref,2017-12-07,6.0,,266.4,590.0,300.0,,,0.35,1156.4,1766.92,10601.52,[],0.0,1766.92,10601.52,EUK 1788716 Rev 01.xlsx,Chrysaor prev COP,1
EUK 1788716 Rev 01.xlsx - 2,A949235-8C26Ref,2017-12-07,2.0,,266.4,700.0,300.0,,,0.28,1266.4,1766.92,3533.84,"['N103126-1', 'A930664-3', 'A935788-5']",0.0,1766.92,3533.84,EUK 1788716 Rev 01.xlsx,Chrysaor prev COP,2
Copy of Q301552 - Conoco - Cup Tester Rev01 - HRS REQUIRED.xlsx - 1,A166704-4,2017-07-03,1.0,,,,,,,,,0.0,0.0,['A168253-3'],6853.85,6853.85,6853.85,Copy of Q301552 - Conoco - Cup Tester Rev01 - HRS REQUIRED.xlsx,Chrysaor prev COP,1
