,Customer,Spare/Rental/New Build,Part Number,Description,Sell Price,Contract,Item,Currency,Project/Section,Alternative Part Number,Valve
648,Conoco Norway,Spare,PERS23,DOCUMENT CONTROLLER,1102,201410241309,,NOK,,,
649,Conoco Norway,Spare,PERS24,ONSHORE SUPPORT COORDINATOR,8678,201410241309,,NOK,,,
650,Conoco Norway,Spare,PERS25,LEAD ENGINEER,1305,201410241309,,NOK,,,
651,Conoco Norway,Spare,PER526,ENGINEER,1204,201410241309,,NOK,,,
652,Conoco Norway,Spare,PERS27,CAD DESIGNER,1192,201410241309,,NOK,,,
653,Conoco Norway,Spare,PER528,DRAUGHTSMAN,1192,201410241309,,NOK,,,
654,Conoco Norway,Spare,PER529,PRODUCT COURSE,8399,201410241309,,NOK,,,
655,Conoco Norway,Spare,SRVO1,HYDR RUNNING TOOL & BPV INCLUDING PLUG AND KIT,7936,201410241309,,NOK,,,
656,Conoco Norway,Spare,SRVO2,BPV PLUG ONLY,2016,201410241309,,NOK,,,
657,Conoco Norway,Spare,SRVO3,MOB / HYDR RUNNING TOOL & BPV,5821,201410241309,,NOK,,,
658,Conoco Norway,Spare,SRVO4,DEMOB / HYDR RUNNING TOOL & BPV,5821,201410241309,,NOK,,,
659,Conoco Norway,Spare,5RVOS,"INDIVIDUAL MOB 4-1/16 OR 5/8"" BPV KIT",5821,201410241309,,NOK,,,
660,Conoco Norway,Spare,SRVO6,"INDIVIDUAL DEMOB 4.1/16 OR 5/8"" BPV KIT",5821,201410241309,,NOK,,,
661,Conoco Norway,Spare,SRVO7,MOB / DEMOB CHART RECORDER,1095,201410241309,,NOK,,,
662,Conoco Norway,Spare,SRVOB,MOB VR TOOL,5224,201410241309,,NOK,,,
663,Conoco Norway,Spare,SRVO9,DENIOB VR TOOL,5224,201410241309,,NOK,,,
664,Conoco Norway,Spare,SRV10,"HANDLING TOOL FOR 13-5/8"" MB HEAD MOB",5075,201410241309,,NOK,,,
665,Conoco Norway,Spare,SRV11,"HANDLING TOOL FOR 13-5/8"" MB HEAD DEMOB",5075,201410241309,,NOK,,,
666,Conoco Norway,Spare,SRV12,TUBING HANGER HANDLING TOOL MOB,4727,201410241309,,NOK,,,
667,Conoco Norway,Spare,SRV13,TUBING HANGER HANDLING TOOL DEMOB,4727,201410241309,,NOK,,,
668,Conoco Norway,Spare,SRV14,TUBING HANGER RUNNING TOOL MOB,7265,201410241309,,NOK,,,
669,Conoco Norway,Spare,SRV15,TUBING HANGER RUNNING TOOL DEMOB,7265,201410241309,,NOK,,,
670,Conoco Norway,Spare,SRV16,COMMUNICATION COLLAR MOB,4727,201410241309,,NOK,,,
671,Conoco Norway,Spare,5RV17,COMMUNICATION COLLAR DEMOB,4727,201410241309,,NOK,,,
672,Conoco Norway,Spare,SRV18,"10-3/4"" CASING HANGER RUNNING TOOL MOB",7265,201410241309,,NOK,,,
673,Conoco Norway,Spare,SRV19,"10-3/4"" CASING HANGER RUNNING TOOL DEMOB",7265,201410241309,,NOK,,,
674,Conoco Norway,Spare,SRV20,TUBING HANGER RETRIEVING TOOL MOB,7265,201410241309,,NOK,,,
675,Conoco Norway,Spare,SRV21,TUBING HANGER RETRIEVING TOOL DEMOB,7265,201410241309,,NOK,,,
676,Conoco Norway,Spare,SRV22,TORQUE TOOL FOR CASING NIPPEL MOB,4727,201410241309,,NOK,,,
677,Conoco Norway,Spare,SRV23,TORQUE TOOL FOR CASING NIPPEL DEMOB,4727,201410241309,,NOK,,,
678,Conoco Norway,Spare,SRV24,"13-3/8"" TEST PLUG W HANDL PUPJOINT MOB",5224,201410241309,,NOK,,,
679,Conoco Norway,Spare,SRV25,"13-3/8"" TEST PLUG W HANDL PUPJOINT DEMOB",5224,201410241309,,NOK,,,
680,Conoco Norway,Spare,SRV26,WEARBUSHING RUNNING RETR TOOL MOB,5224,201410241309,,NOK,,,
681,Conoco Norway,Spare,SRV27,WEARBUSHING RUNNING RETR TOOL DEMOB,5224,201410241309,,NOK,,,
682,Conoco Norway,Spare,SRV28,MOB LESS THEN 24 HOURS,6519,201410241309,,NOK,,,
683,Conoco Norway,Spare,SRV29,CLEAN&FLUSH TOOL MOB,5937,201410241309,,WOK,,,
684,Conoco Norway,Spare,SRV30,CLEAN&FLUSH TOOL DEMOB,5937,201410241309,,NOK,,,
685,Conoco Norway,Spare,SRV31,"13 3/8"" TEST PLUG FOR CUPTESTER MOB",6918,201410241309,,WOK,,,
686,Conoco Norway,Spare,SRV32,"13 3/8"" TEST PLUG FOR CUPTESTER DEMOB",6918,201410241309,,WOK,,,
687,Conoco Norway,Spare,SRV33,"CUP FOR CUP TESTER 13- 3/8"" MOB",3797,201410241309,,NOK,,,
688,Conoco Norway,Spare,SRV34,"CUP FOR CUP TESTER 13- 3/8"" DEMOB",3797,201410241309,,WOK,,,
689,Conoco Norway,Spare,SRV35,JETTING TOOL MOB,5936,201410241309,,NOK,,,
690,Conoco Norway,Spare,SRV36,JETTING TOOL DEMOB,5936,201410241309,,NOK,,,
691,Conoco Norway,Spare,SRV37,MOB PACKOFF RUNNING TOOL OLD STYLE,5224,201410241309,,NOK,,,
692,Conoco Norway,Spare,SRV3B,DEMOB PACKOFF RUNNING TOOL OLD STYLE,5224,201410241309,,NOK,,,
693,Conoco Norway,Spare,SRV39,"MOB 13 3/8"" PRIMARY BOWL PROTECTOR",5224,201410241309,,NOK,,,
694,Conoco Norway,Spare,SRV40,"MOB 9-5/8"" SECONDARY BOWL PROTECTOR",5224,201410241309,,NOK,,,
695,Conoco Norway,Spare,SRV41,"MOB 9-5/8"" PRIMARY BOWL PROTECTOR",5224,201410241309,,NOK,,,
696,Conoco Norway,Spare,SRV42,"DEMOB 13 3/8"" PRIMARY BOWL PROTECTOR",5224,201410241309,,NOK,,,
697,Conoco Norway,Spare,SRV43,"DEMOB 9-5/8"" SECONDARY BOWL PROTECTOR",5224,201410241309,,NOK,,,
698,Conoco Norway,Spare,SRV44,"DEMOB 9-5/8"" PRIMARY BOWL PROTECTOR",5224,201410241309,,WOK,,,
699,Conoco Norway,Spare,SRV45,TUBING HANGER MOB,5915,201410241309,,NOK,,,
700,Conoco Norway,Spare,SRV46,TUBING HANGER DEMOB,5915,201410241309,,NOK,,,
701,Conoco Norway,Spare,SRV47,TUBING BONNET MOB,5352,201410241309,,NOK,,,
702,Conoco Norway,Spare,5RV48,TUBING BONNET DEMOB,5352,201410241309,,NOK,,,
703,Conoco Norway,Spare,511V49,"10 3/4"" CASING HANGER MOB",4056,201410241309,,NOK,,,
704,Conoco Norway,Spare,SRV50,"10 3/4"" CASING HANGER DEMOB",4056,201410241309,,NOK,,,
705,Conoco Norway,Spare,SRV51,MS-1 SEAL MOB,2930,201410241309,,NOK,,,
706,Conoco Norway,Spare,SRV52,MS-1 SEAL DEMOB,2930,201410241309,,NOK,,,
707,Conoco Norway,Spare,SRV53,MULTIBOWL MOB,8239,201410241309,,NOK,,,
708,Conoco Norway,Spare,SRV54,MULTIBOWL DEMOB,"8,239,00",201410241309,,NOK,,,
709,Conoco Norway,Spare,SRV55,TUBING HEAD MOB,6310,201410241309,,NOK,,,
710,Conoco Norway,Spare,SRV56,TUBING HEAD DEMOB,6310,201410241309,,NOK,,,
711,Conoco Norway,Spare,STIV57,"13 3/8"" X 20 SEAL ASSEMBLY MOB",2772,201410241309,,WOK,,,
712,Conoco Norway,Spare,SRV58,"13 3/8"" X 20 SEAL ASSEMBLY DEMOB",2772,201410241309,,NOK,,,
713,Conoco Norway,Spare,SRV59,"13 3/8"" CASING NIPPEL MOB",1860,201410241309,,NOK,,,
714,Conoco Norway,Spare,SRV60,"13 3/8"" CASING NIPPEL DEMOB",1860,201410241309,,NOK,,,
715,Conoco Norway,Spare,SILV61,"9 5/8"" CASING NIPPEL MOB","1,860,00",201410241309,,WOK,,,
716,Conoco Norway,Spare,SRV62,"9 5/8"" CASING NIPPEL DEMOB",1860,201410241309,,NOK,,,
717,Conoco Norway,Spare,SRV63,VALVES ALL SIZES MOB,6310,201410241309,,WOK,,,
718,Conoco Norway,Spare,SRV64,VALVES ALL SIZES DEMOB,6310,201410241309,,NOK,,,
719,Conoco Norway,Spare,SRV65,MOB CLAMP ASSEMBLY,3099,201410241309,,NOK,,,
720,Conoco Norway,Spare,SRV66,DEMOB CLAMP ASSEMBLY,3099,201410241309,,NOK,,,
721,Conoco Norway,Spare,SR1/67,"13 3/8"" PRIMARY B PROTECTOR FOR MB MOB",5916,201410241309,,NOK,,,
722,Conoco Norway,Spare,SRV68,"9 5/8"" SECOND B PROTECTOR FOR MB MOB",5916,201410241309,,NOK,,,
723,Conoco Norway,Spare,SRV69,"9 5/8"" PRIMARY B PROTECTOR FORTH MOB",5916,201410241309,,NOK,,,
724,Conoco Norway,Spare,SRV70,"13 3/8"" PRIMARY B PROTECTOR FOR MB DEMOB",5916,201410241309,,WOK,,,
725,Conoco Norway,Spare,SRV71,"9 5/8"" SECOND B PROTECTOR FOR MB DEMOB",5916,201410241309,,WOK,,,
726,Conoco Norway,Spare,SRV72,"9 5/8"" PRIMARY B PROTECTOR FORTH DEMOB",5916,201410241309,,NOK,,,
727,Conoco Norway,Spare,SRV73,MAKEIP DRILLPIPE CONNECTIONS,5154,201410241309,,WOK,,,
728,Conoco Norway,Spare,5RV74,BREAKOUT DRILLPIPE CONNECTIONS,5154,201410241309,,NOK,,,
729,Conoco Norway,Spare,SRV75,MAKEUP ASSEMBLY AND TEST CASING CONNECTORS,38713,201410241309,,NOK,,,
730,Conoco Norway,Spare,SRV76,MAKEUP CASING CONNECTORS,5154,201410241309,,NOK,,,
731,Conoco Norway,Spare,SRV77,BREAKOUT CASING CONNECTORS,5154,201410241309,,NOK,,,
732,Conoco Norway,Spare,SRV78,"MAKEUP,MACIAINING,ASSEMBLY AND TEST1NG,TUBING CONNECTIONS",54429,201410241309,,NOK,,,
733,Conoco Norway,Spare,SRV79,MAKEUP TUBING CONNECTIONS,5154,201410241309,,NOK,,,
734,Conoco Norway,Spare,SRV80,BREAKOUT TUBING CONNECTIONS,5154,201410241309,,NOK,,,
735,Conoco Norway,Spare,SRV81,INSTALLATION OF MULTIBOWL RUNNING TOOL TO MULTIBOWL,2056,201410241309,,NOK,,,
736,Conoco Norway,Spare,SRV82,"MOB TH/HT DUSAVIK INSP, DRIFT/PREPACK",15378,201410241309,,NOK,,,
737,Conoco Norway,Spare,SRV83,DISASSEMBLING:CH/RT & INSP,7267,201410241309,,WOK,,,
738,Conoco Norway,Spare,SRV84,"MOB CH/RT DUSAVIK INSP,DRIFT/P.PACK DOC",24643,201410241309,,WOK,,,
739,Conoco Norway,Spare,SRV85,ASSEMBLE TB/FMC MASTER VALVE,21574,201410241309,,NOK,,,
740,Conoco Norway,Spare,SRV86,STORAGE OF COMPANY EQUIPMENT PALLE MONTH,671,201410241309,,WOK,,,
741,Conoco Norway,Spare,SRV87,"TRANSPORT, LOGISTIC TO TANANGER",22354,201410241309,,WOK,,,
742,Conoco Norway,Spare,SRV88,MOB EQUIPMENT OUTSIDE OFFICE HOURS,6028,201410241309,,NOK,,,
743,Conoco Norway,Spare,SRV89,DELIVERY BUDBIL,315,201410241309,,NOK,,,
744,ConocoPhillips,Spare,A949382-7C26,"TREE, SURFACE, 2-1-3, 5-1/8 12M MWP, 6FC VG-300FR, 18-3/4 10M (UPRATED TO 12M) NT-2 BOX6FB BTM, GRAYLOC 12M CONNECTION ARR F/ 64 AND 5-1/4 D SEAL API 6FB CONNECTION ON RUN AND FLOW WING OUTLETS, GRAYLOC E31 CONN ARR F/ T-SEAL API 6FB CONNECITON ON KILL WING, INSTRUMENTATION, SCALE INHIBITOR AND METHANOL INJECTION OUTLETS BOTH FITTED WITH ADAPTER HUBS AND PASCON DBB VALVES, 18-3/4 10M (UPRATED TO 12M) NT-2 BOX 6FB BTM X GRAYLOC 12M CONNECTION ARR F/ 64 AND 5-1/4 D SEAL API 6FB CONNECITON TUBING BONNET, 5-1/8 12M 6FC VG300FR MANUAL LOWER MASTER, 5-1/8 12M 6FC VG300FR MANUAL SWAB ,5-1/8 12M 6FC VG300FR UPPER MASTER WITH CH-70CTS HYD OPER C/W DUMP SYSTEM, 5-1/8 12M 6FC VG300FR MANUAL FLOW WING, 2-1/16 12M 6FC VG300FR MANUAL KILL WINGS , 2-1/4CR-1MO FULLY CLAD",796906.84,MSA UK-318155,1.0,GBP,8.0 Hybrid Wellhead System - Materials,,
745,ConocoPhillips,Spare,A949489-4C26,"VALVE, VG SEAL HUB, 5-1/8 10,000 PSI MSP, VG-300FR W/ CH-70 CTS ACTUATOR WITH QUICK DUMP SYSTEM AND ELECTRICAL LIMIT SWITCH ASSY, GRAYLOC API6FB END CONNECTIONS, HH TRIM, RATED AT 12,000 PSI WORKING PRESSURE, 2-1/4CR-1MO NACE FULLY CLAD",139296.24,MSA UK-318155,2.0,GBP,8.0 Hybrid Wellhead System - Materials,,
746,ConocoPhillips,Spare,H150079-1C26,"GRAYLOC CLAMP, 2PC 4 BOLT, 12M,A320-L7 W/IMPACTS AT -50 DEG F, W/STUD TWO NUTS SPH FACE 1.750-8UN-2 X 16.000 LG, A320-L7 STUDS AND A194-GR7 NUTS",2988.7,MSA UK-318155,3.0,GBP,8.0 Hybrid Wellhead System - Materials,,
747,ConocoPhillips,Spare,A154958-1,"GRAYLOC HUB, BLIND, 12M, ARR F/ GRAYLOC 64 AND  5-1/4 D-SEAL, C/W 1-OFF 9/16 HPPORT AND 2 HP TEST PORTS 2-1/4CR-1MO, FULLY CLAD",10865.54,MSA UK-318155,4.0,GBP,8.0 Hybrid Wellhead System - Materials,,
748,ConocoPhillips,Spare,D70370-2,"SEAL, D, DBL TAPERED, 5-1/4, INCONEL ALLOY 718 NACE, XYLAN COATED",1538.17,MSA UK-318155,5.0,GBP,8.0 Hybrid Wellhead System - Materials,,
749,ConocoPhillips,Spare,H90242-6,"RING, SEAL, SIZE 64, INCONEL 718 ING,SEAL,SIZE 64,INCONEL 718,H90242-6,VETCO",2566.18,MSA UK-318155,6.0,GBP,8.0 Hybrid Wellhead System - Materials,,
750,ConocoPhillips,Spare,A164204-1C26,"5 1/8” TARGET TEE ASSEMBLY C/W VG LOC 52/64 INLET / OUTLET HUBS & INSERT BLANKING FLANGE ARRANGEMENT WITH INCONEL 626 FILLER ON TARGET INSERT. AP16A, HH, P>X, PSL3, PR2",51603.59,MSA UK-318155,7.0,GBP,8.0 Hybrid Wellhead System - Materials,,
751,ConocoPhillips,Spare,66186,"GRAYLOC SEAL RING, ,192, ,AISI 630,PTFE CTD",2432.87,MSA UK-318155,8.0,GBP,8.0 Hybrid Wellhead System - Materials,,
752,ConocoPhillips,Spare,A175204-2C26,"TUBING BONNET, ASSY, 5-1/8, 18-3/4 10M (UPRATED TO 12M) NT2 BOX BOTTOM WITH
HANGER AND CB SEAL PREP X 12M GRAYLOC HUB TOP ARR F/SIZE 64 GRAYLOC SEAL
AND 5-1/4 D-SEAL, ALLOY 625 OVERLAY ON BORE AND SEAL AREAS. 80K LA NACE.",77526.65,MSA UK-318155,9.0,GBP,8.0 Hybrid Wellhead System - Materials,,
753,ConocoPhillips,Spare,A949656-1,"SEAL, ASSEMBLY, CB SEAL, 7-3/4, HANGER NECK, C/W SUPPORT RING",6017.4,MSA UK-318155,10.0,GBP,8.0 Hybrid Wellhead System - Materials,,
754,ConocoPhillips,Spare,A71463-5,"GRAYLOC SEAL RING, , 52T0270,INCONEL X-750, PTFE CTD, SPECIAL, TBG HGR NECK",2303.3,MSA UK-318155,11.0,GBP,8.0 Hybrid Wellhead System - Materials,,
755,ConocoPhillips,Spare,A949235-7C26,"TUBING HGR, ASSY, CWCT-NT, 13-5/8 X 5-1/2, 5-1/2 23 LBS/FT TENARISHYDRIL BLUE BOX BTM, 8-4 TPI RH STUB ACME PIN TOP, ARR FOR
FOUR 1/4 CONTROL LINES, AND 4.750 BAKER EOF BPV PREP, EXTENDED NECK PREP FOR 52 VG SEAL, ALLOY 718 NACE.",77844.35,MSA UK-318155,12.0,GBP,8.0 Hybrid Wellhead System - Materials,,
756,ConocoPhillips,Spare,A949130-3C26,"TUBING HEAD UNITISATION, 18-3/4 10M NT2 BOX BTM (UPRATED TO 12000) X 18-3/4 10M NT2 PIN TOP (UPRATED TO 12000), ONE OUTLET WITH BLIND FLANGE AND GAUGE COCK, VR (SOLID) AND PASCON DBB VALVE, OTHER SIDE W/ONE 2-1/16 12M VG-300FR VALVE AND ONE2-1/16 12M VG-300 ACTUATED VALVE, ONE OFF C-77M CONTROL LINE ISOLATION VALVE,C/W API 6FB SHROUDING NOTE: NEED TO SUPPLY  4 X BLANK C-77 BLOCKS,",202374.9,MSA UK-318155,13.0,GBP,8.0 Hybrid Wellhead System - Materials,,
757,ConocoPhillips,Spare,H220541-1,"SEAL, MS-1, 13.50 BORE X 12.00 HGR. OD., NON-STD",11193.3,MSA UK-318155,14.0,GBP,8.0 Hybrid Wellhead System - Materials,,
758,ConocoPhillips,Spare,A73235-5C26,"SEAL ASSEMBLY, CBT, 10-3/4, ARR FOR TEST PORT, C/W ENERGIZING RING, LOAD TRANSFER RING, ARR FOR MANDREL HANGER NECK",12036.38,MSA UK-318155,15.0,GBP,8.0 Hybrid Wellhead System - Materials,,
759,ConocoPhillips,Spare,A949181-4C26,"CASING HGR ASSY, FLUTED MANDREL, 13-1/2 X 10-3/4, 10-3/4 79.2 FT/LB
TENARISHYDRIL BLUE BOX (SPECIAL CLEARANCE) BTM. ARR FOR TWO
RECUTS, 11-1/4 4 TPI STUB ACME PIN TOP (LH), ARR FOR MS-1 SEAL, C/W
LOAD RING AND LOCKDOWN RING. ALLOY 718. ",69377.4,MSA UK-318155,16.0,GBP,8.0 Hybrid Wellhead System - Materials,,
760,ConocoPhillips,Spare,A949110-2C26,"CASING SPOOL UNIT, 13-5/8 CWC-HL, 18-3/4 10M (UPRATED TO 12M) NT-2 BOX BOTTOM(THREADED COLLAR) X 18-3/4 10M (UPRATED TO 12M) NT-2 PIN TOP. TWO 2-1/16 10M (UPRATED TO 12M) STUDDED OUTLETS W/SIZE 20 T-SEAL PREP W/VR. ONE OUTLET W/VR PLUG (SOLID) AND ONE W/TWO 2-1/16 12M VG-300FR API 6FB VALVES AND DBB VALVE. ALLOY 625 CLAD OUTLETS AND 192 VG SEAL RING PREPS. 22.373 DEEP HL EXTREME SERVICE TOP BOWL.",162058.5,MSA UK-318155,17.0,GBP,8.0 Hybrid Wellhead System - Materials,,
761,ConocoPhillips,Spare,A114238-1,"SEAL, ASSEMBLY,CB-T,13-3/8, WITH ENEGISING RING, LOAD TRASNFER RING AND 18-5/8 SUPPORT RING",13071.6,MSA UK-318155,18.0,GBP,8.0 Hybrid Wellhead System - Materials,,
762,ConocoPhillips,Spare,A114237-1C26,"PACKOFF, ASSEMBLY, CWC-LT, 18-5/8 X 13-3/8, 18-9/16 4TPI LH STUB ACME LOCKDOWN THREAD, WITH FOUR ST SEALS ",16652.66,MSA UK-318155,19.0,GBP,8.0 Hybrid Wellhead System - Materials,,
763,ConocoPhillips,Spare,A116136-5C26,"CASING HGR ASSY,CWC-BW,18-5/8 X 13-3/8,13-3/8 72 LB/FT TENARISHYDRIL
BLUE BOX BTM ARR FOR TWO RECUTS, 14-1/2 4TPI LH STUB ACME PIN
LIFT THREAD TOP, C/W FLOWBY SLOTS, 85K LOW ALLOY NACE, WITH
EXTENDED NECK ARRANGED FOR CB-T SEAL, 5000 PSI MWP ",17467.2,MSA UK-318155,20.0,GBP,8.0 Hybrid Wellhead System - Materials,,
764,ConocoPhillips,Spare,A114235-9C26,"CASING HEAD ASSY, CASING HEAD WITH PUP. TOP - 18-3/4 10M (RATED 5M) NT-2 PIN. ONE OUTLET W/THREADED FLANGE, BULL PLUG, GAUGE COCK, VR (SOLID) AND ADAPTER FLANGE AND PACSON DBB, OTHER SIDE W/TWO 2-1/16 5M VG-300 VALVES AND DOUBLE BLOCK AND BLEED VALVE. BOTTOM -  26 OD X 1.25 WT ",105690.6,MSA UK-318155,21.0,GBP,8.0 Hybrid Wellhead System - Materials,,
765,ConocoPhillips,Spare,A951406-3C26,"SPOOL, SPACER, RISER ADAPTER ASSEMBLY, VETCO GRAY, A951406-3C26, 18 3/4 IN, WITHOUT TOOL RETAINING PROFILE, FOR STARTER HEAD",85167.66,MSA UK-318155,22.0,GBP,8.0 Hybrid Wellhead System - Materials,,
766,ConocoPhillips,Spare,A951406-4C26,"SPOOL, SPACER, RISER ADAPTER ASSEMBLY, VETCO GRAY, A951406-4C26, 18 3/4 IN, WITHOUT TOOL RETAINING PROFILE, FOR CASING SPOOL",60397.72,MSA UK-318155,23.0,GBP,8.0 Hybrid Wellhead System - Materials,,
767,ConocoPhillips,Spare,H134012-11C26,"VALVE,API FLG, 2-1/16 10000 PSI (12000 PSI)MSP,VG-300FRNS, 2-1/16 10000 PSI (12000 PSI)FLANGE ENDS, EE-1 TRIM, FLANGE WITH SIZE 20 T-SEAL GROOVE ON BOTH FLANGES, ALLOY 625 CLAD SIZE 20 T-SEAL GROOVE",18088.73,MSA UK-318155,1.0,GBP,9.0 Materials - Parts,,
768,ConocoPhillips,Spare,H134012-12C26,"VALVE, 2-1/16 10000 PSI (12000 PSI) MSP,VG-300FRNS, 2-1/16 10000 PSI (12000PSI) FLANGE END AND GRAYLOC B20, EE TRIM,FLANGE WITH SIZE 20 T-SEAL GROOVE ONFLANGE, ALLOY 625 CLAD ON SIZE 20 T-SEALGROOVE AND GRAYLOC 20",18367.02,MSA UK-318155,2.0,GBP,9.0 Materials - Parts,,
769,ConocoPhillips,Spare,A949376-5C26,"VALVE, VG-300FRNS, 2-1/16 10000 PSI (12000PSI) MWP,ONE END 2-1/16 10000 PSI (12000 PSI) STUDDED WITH SIZE 20 T SEAL, OTHER END B20 GRAYLOC HUB, W/ONE E31 WITH SIZE 20 T SEAL SIDE OUTLET, EE-1 TRIM,MANUAL,RATED AT 12,000 PSI WORKING PRESSURE",21667.6,MSA UK-318155,3.0,GBP,9.0 Materials - Parts,,
770,ConocoPhillips,Spare,H135801-106C26,"VALVE, API FLG, 2-1/16 5000 PSI MSP,VG-300,2-1/16 5000 PSI FLANGE ENDS, EE-1 TRIM ALLOY 625 CLAD ON R24 RING GROOVES",13916,MSA UK-318155,4.0,GBP,9.0 Materials - Parts,,
771,ConocoPhillips,Spare,A949305-2C26,"VALVE, API FLG, 2-1/16 5000 PSI MSP, VG-300
,ONE END 2-1/16 5000 PSI FLANGE, OTHER END
GRAYLOC B20 HUB, EE-0.5 TRIM, ALLOY 625
CLAD ON R24 AND GRAYLOC 20, 60K NACE",13709,MSA UK-318155,5.0,GBP,9.0 Materials - Parts,,
772,ConocoPhillips,Spare,A949764-2,"GRAYLOC SEAL RING, 20, MATERIAL CLASS EE, PTFE CTD TEMP CLASS P-X PSL 3 PR 2",779.6,MSA UK-318155,6.0,GBP,9.0 Materials - Parts,,
773,ConocoPhillips,Spare,H90029-6,"GRAYLOC SEAL RING, , 31,HIGH
STRENGTH,INCONEL 718,PTFE CTD",1167,MSA UK-318155,7.0,GBP,9.0 Materials - Parts,,
774,ConocoPhillips,Spare,H134242-2,"RING-SEAL,THERMALOK T ,
2-1/16,MODIFIED,WITH EXTENDED RIB, ALLOY
718 NACE",765,MSA UK-318155,8.0,GBP,9.0 Materials - Parts,,
775,ConocoPhillips,Spare,A149236-1,"CONTROL LINE, C-77M MOD, 10000 PSI MWP,
(UPRATED TO 16500 PSI) 1/4,BOLT ON W/9/16 X
3/16 HP CONN. W/GAS BODY TEST",6266.9439999999995,MSA UK-318155,9.0,GBP,9.0 Materials - Parts,,
776,ConocoPhillips,Spare,A145151,"PACKING ASSEMBLY, HIGH TEMP, GRAPHITE,
0.687 OD X 0.250 ID X 1 LG, ARR FOR 1/4 CONT
LINE OUTLET",60.2368,MSA UK-318155,10.0,GBP,9.0 Materials - Parts,,
777,ConocoPhillips,Spare,A300800-2,"316SS 3/8"" GLAND",18.5344,MSA UK-318155,11.0,GBP,9.0 Materials - Parts,,
778,ConocoPhillips,Spare,H300150-159,"BLEED VALVE, SM562CX 9/16 X 3/16 MP MALE, 20000 PSI MSP, MONEL K500",1287.22,MSA UK-318155,12.0,GBP,9.0 Materials - Parts,,
779,ConocoPhillips,Spare,A65170-2,"PLUG, VR, PGI, 1-13/16, W/TUNGSTEN CARBIDE BALL & PEEK LOW PRESSURE SEAL, 10M, (UPRATED TO 12M), 75K LA NACE, 4.18 LONG, WITH SHORT NOSE FOR DRILL THRU CASING HEAD. MATERIALS: VR PLUG STEM: 17-4PH VR PLUG ODY: AISI 4130 NACE BALL (1/2"" DIA):
TUNGSTEN CARBIDE SOFT SEAT: VIRGIN PEEK
SPRING: INCONEL X-750 RETAINER: 304 S.S.
O-RING: VITON",1363.5,MSA UK-318155,13.0,GBP,9.0 Materials - Parts,,
780,ConocoPhillips,Spare,A931430-3,"VALVE, GATE, ACTUATED, FIRE SAFE, VERTICAL MOUNT, VETCO GRAY, VG-300 / CH-38, 2 IN, CHROME MOLYBDENUM ALLOY STEEL, API 10000, INCONEL 625 + TCC TRIM, GRAYLOC HUB CONNECTIONS, ASTM A182 F22 CL 1, SLAB GATE, INCONEL 718 + TCC STEM, MFR REF: A931430-3, JA01-03-AF-00268,",66102.53,MSA UK-318155,14.0,GBP,9.0 Materials - Parts,,
781,ConocoPhillips,Spare,A160499-2,"GRAYLOC HUB,BW, HUB, GRAYLOC E31 X THERMALOC T SEAL PREPARATION, 2.375(60.33MM)OD X L.686(42.82MM)ID DUPLEX AL82 F51 UNS S31803 PER NORSOK STANDARD M-630",5018.78,MSA UK-318155,15.0,GBP,9.0 Materials - Parts,,
782,ConocoPhillips,Spare,A300804-62,"INCONEL 718 3/8"" PLUG",255.45,MSA UK-318155,16.0,GBP,9.0 Materials - Parts,,
783,ConocoPhillips,Spare,A930664-2,"CONTROL LINE PART, CONNECTOR ASSY, 1/4,
ARRANGED FOR CONTINUOUS CONTROL LINE,
INCONEL 718",1131.7568,MSA UK-318155,17.0,GBP,9.0 Materials - Parts,,
784,ConocoPhillips,Spare,A300800-62,"INCONEL 718 3/8"" GLAND",278.3,MSA UK-318155,18.0,GBP,9.0 Materials - Parts,,
785,ConocoPhillips,Spare,A935788-1,"CONTROL LINE PART, CONNECTOR ASSY, 1/4, ARRANGED FOR CONTINUOUS CONTROL LINE, INCONEL 718",630.1696,MSA UK-318155,19.0,GBP,9.0 Materials - Parts,,
786,ConocoPhillips,Spare,A125222-6,"ALLOY 625 1/4"" FERRULES",78.7712,MSA UK-318155,20.0,GBP,9.0 Materials - Parts,,
787,ConocoPhillips,Spare,N126616-1,ALLOY 625 3/8” GLAND,260.64,MSA UK-318155,21.0,GBP,9.0 Materials - Parts,,
788,ConocoPhillips,Spare,N126615-1,ALLOY 625 3/8” PLUG,287.2832,MSA UK-318155,22.0,GBP,9.0 Materials - Parts,,
789,ConocoPhillips,Spare,A121790-1C26,"GRAYLOC CLAMP, 2PC 4 BOLT, SIZE E, C/W
BOLTING, STUD TWO NUTS, SPH FACE, LOW
ALLOY STEEL TEMP CLASS P-X PSL 3 PR 2",3300.28,MSA UK-318155,23.0,GBP,9.0 Materials - Parts,,
790,ConocoPhillips,Spare,H150079-1C26,"GRAYLOC CLAMP, 2PC 4 BOLT, 12M, A320-L7 W/IMPACTS AT -50 DEG F, W/STUD TWO NUTS SPH FACE1.750-8UN-2 X 16.000 LG, A320-L7 STUDS AND A194-GR7 NUTS ",2988.7,MSA UK-318155,24.0,GBP,9.0 Materials - Parts,,
