,Customer,Spare/Rental/New Build,Part Number,Description,Sell Price,Contract,Item,Currency,Project/Section,Alternative Part Number,Valve
791,ConocoPhillips,Spare,A301046-454,"SCREW,CAP,SOC. HEAD, 0.625 -11UNRC-3A X 4.000 LG, ASTM A320 GR.L7, PHOSPHATE AND XYLAN COAT 1070 (GREEN) PER VGS6.3.1.3.1 (HARDNESS RESTRICTION 34HRC MAX.) FULL CERTIFICATION AND TRACEABILITY REQUIRED",73.68,MSA UK-318155,25.0,GBP,9.0 Materials - Parts,,
792,ConocoPhillips,Spare,A949746-2C26,"GRAYLOC CLAMP, 2PC 4 BOLT, SIZE B, C/W BOLTING, STUD TWO NUTS, SPH FACE, LOW ALLOY STEEL TEMP CLASS P-X PSL 3 PR 2",1773,MSA UK-318155,26.0,GBP,9.0 Materials - Parts,,
793,ConocoPhillips,Spare,N502711-2,"PLUG, VR, SOLID, 1-13/16, 10M, (UPRATED TO 12M), 1-3/4 STUB ACME, 4.18 LONG, SHORTENED NOSE, W./ VITON SEAL, 75K LA NACE.",845.83,MSA UK-318155,27.0,GBP,9.0 Materials - Parts,,
794,ConocoPhillips,Spare,H130894-2,"VALVE, PARTS, SHEAR PIN, RC43-48, .375 X 1-9/16"" LG, VETCO GRAY, H130894-2, 6150, 7/8"" STEM  .187 OD, MODEL VG-300",93.83,MSA UK-318155,28.0,GBP,9.0 Materials - Parts,,
795,ConocoPhillips,Spare,124906,"RING, SEAL, ABB VETCO GRAY LTD, 124906, INCONEL X-750, 52T0270, PTFE COATED, SPECIAL, TUBING HANGER NECK",1852.03,MSA UK-318155,29.0,GBP,9.0 Materials - Parts,,
796,ConocoPhillips,Spare,A949764-1,"RING, SEAL, VETCO GRAY INC, A949764-1, PTFE COATED, MATERIAL CLASS EE, TEMP CLASS P-X-PSL,  3 PR 2, SIZE 20, GALPERTI",779.6,MSA UK-318155,30.0,GBP,9.0 Materials - Parts,,
797,ConocoPhillips,Spare,A142947-3,"RING, SEAL, VETCO GRAY INC, A142947-3, INCONEL 718, PTFE CTD, SIZE 11, GALPERTI, TEST PRESSURE 18000 PSI",779.6,MSA UK-318155,31.0,GBP,9.0 Materials - Parts,,
798,ConocoPhillips,Spare, A142947-1,"RING, SEAL, VETCO GRAY INC, A142947-1, INCONEL X750, PTFE CTD, SIZE 20, GALPERTI, TEST PRESSURE 18000 PSI",779.6,MSA UK-318155,32.0,GBP,9.0 Materials - Parts,,
799,ConocoPhillips,Spare,H130123-20,"SEAL, RING, THERMALOK T, VETCO GRAY, H130123-20",597.69,MSA UK-318155,33.0,GBP,9.0 Materials - Parts,,
800,ConocoPhillips,Spare,A142947-2,"RING, SEAL, VETCO GRAY INC, A142947-2, INCONEL X750, PTFE CTD, SIZE 14, GALPERTI",640.6,MSA UK-318155,34.0,GBP,9.0 Materials - Parts,,
801,ConocoPhillips,Spare,A142947-4,"RING, SEAL, VETCO GRAY INC, A142947-4, INCONEL X750, PTFE CTD, SIZE 40, GALPERTI",1805.95,MSA UK-318155,35.0,GBP,9.0 Materials - Parts,,
802,ConocoPhillips,Spare,200781-2,"PLUG, HEX SOCKET HEAD, LEVEL-SEAL, VETCO GRAY INC, 200781-2, 0.125-27 NPT",53.55,MSA UK-318155,36.0,GBP,9.0 Materials - Parts,,
803,ConocoPhillips,Spare,A300726-13,"CONNECTOR, HYDRAULIC, MALE, VETCO GRAY INC, A300726-13, ALLOY 20, 0.250 IN TUBE X 0.250 IN NPTM",96.15,MSA UK-318155,37.0,GBP,9.0 Materials - Parts,,
804,ConocoPhillips,Spare,51235N,"RING, SEAL, GRAYLOC PRODUCTS, 51235N, SIZE 14, AISI 630 / NACE, PTFE COATED",458.86,MSA UK-318155,38.0,GBP,9.0 Materials - Parts,,
805,ConocoPhillips,Spare,124900,"RING, SEAL, GRAYLOC PRODUCTS, 124900, INCONEL X-750, SIZE 20, NACE COMPLIANT, PTFE COATED",673.5,MSA UK-318155,39.0,GBP,9.0 Materials - Parts,,
806,ConocoPhillips,Spare,H133930-9,"FITTING, INJECTION, VETCO GRAY, H133930-9, TYPE D, STYLE 300 CLAD",934.83,MSA UK-318155,40.0,GBP,9.0 Materials - Parts,,
807,ConocoPhillips,Spare,195000-112,"O-RING, TYPE D FITTING, VETCO GRAY, 195000-112, 0.487 IN ID, AS568A-112, 0.103 CS, NITRILE",1.16,MSA UK-318155,41.0,GBP,9.0 Materials - Parts,,
808,ConocoPhillips,Spare,200781-18,"PLUG, HEX SOCKET HEAD, LEVEL-SEAL, VETCO GRAY, 200781-18, MONEL K500, 0.375-18 NPT MALE",305.8,MSA UK-318155,42.0,GBP,9.0 Materials - Parts,,
809,ConocoPhillips,Spare,200781-19,"PLUG, HEX SOCKET HEAD, LEVEL-SEAL, VETCO GRAY, 200781-19, MONEL K500, 0.250-18 NPT MALE",164,MSA UK-318155,43.0,GBP,9.0 Materials - Parts,,
810,ConocoPhillips,Spare,A300683-14,"ADAPTER, STRAIGHT, VETCO GRAY, A300683-14, ALLOY 825, 0.25 IN TUBE FITTING TO 0.375 IN MP AUTOCLAVE MALE",304.2,MSA UK-318155,44.0,GBP,9.0 Materials - Parts,,
811,ConocoPhillips,Spare, A300840-4,"FERRULE, FRONT, VETCO GRAY, A300840-4, ALLOY 20, 1/4 IN",11,MSA UK-318155,45.0,GBP,9.0 Materials - Parts,,
812,ConocoPhillips,Spare,A300727-4,"FERRULE, BACK, VETCO GRAY, A300727-4, ALLOY 20, 1/4 IN",11,MSA UK-318155,46.0,GBP,9.0 Materials - Parts,,
813,ConocoPhillips,Spare,A951651-3,"CLAMP, ASSEMBLY, 2 PC, 4 BOLT, SPH FACE, VETCO GRAY INC, A951651-3, LOW ALLOY STEEL, SIZE 6 IN, GALPERTI, TEST PRESSURE 18000 PSI",1070,MSA UK-318155,47.0,GBP,9.0 Materials - Parts,,
814,ConocoPhillips,Spare,A164205-1C26,"HUB, GRAYLOC, VETCO GRAY, A164205-1C26, FOR TARGET TEE, 12M, ARR FOR GRAYLOC 64 AND 5 1/4 D-SEAL, FULLY CLAD",12120,MSA UK-318155,48.0,GBP,9.0 Materials - Parts,,
815,ConocoPhillips,Spare,H133531-2,"PACKING,STEM,VETCO GRAY,H133531-2",1257.51,MSA UK-318155,1.0,GBP,10.0 Materials - Production Spares,,
816,ConocoPhillips,Spare,195000-336,"O-RING,195000-336,VETCO GRAY",2,MSA UK-318155,2.0,GBP,10.0 Materials - Production Spares,,
817,ConocoPhillips,Spare,H300432-1,"PIN,KLICK,1/4""OD,H300432-1,VETCO GRAY",9.27,MSA UK-318155,3.0,GBP,10.0 Materials - Production Spares,,
818,ConocoPhillips,Spare,A133206-4,"VALVE BONNET ASSY, VETCO",15574.84,MSA UK-318155,4.0,GBP,10.0 Materials - Production Spares,,
819,ConocoPhillips,Spare,H133530-13,"SEAL,SEAT,VETCO,VALVE,MASTER,H133530-13",390.25,MSA UK-318155,5.0,GBP,10.0 Materials - Production Spares,,
820,ConocoPhillips,Spare,124906,"RING,SEAL,124906,52T0270,SPEC,VETCO",1852.03,MSA UK-318155,6.0,GBP,10.0 Materials - Production Spares,,
821,ConocoPhillips,Spare,H130151-16,"RING,SEAL,BNT,7.818""ID,H130151-16,VETCO",1138.5,MSA UK-318155,7.0,GBP,10.0 Materials - Production Spares,,
822,ConocoPhillips,Spare,H300430-46,"SPRING,WAVE,CREST,H300430-46,VETCO",604.5,MSA UK-318155,8.0,GBP,10.0 Materials - Production Spares,,
823,ConocoPhillips,Spare,195000-350,"RING,O,195000-350,VETCO GRAY",2.51,MSA UK-318155,9.0,GBP,10.0 Materials - Production Spares,,
824,ConocoPhillips,Spare,H133531-8,"PACKING,CPW,H133531-8,VETCO GRAY",900,MSA UK-318155,10.0,GBP,10.0 Materials - Production Spares,,
825,ConocoPhillips,Spare,A945737-2,"ACTUATOR,A945737-2,VETCO GRAY",41668.2,MSA UK-318155,11.0,GBP,10.0 Materials - Production Spares,,
826,ConocoPhillips,Spare,A941665-2,"BLOCK,C-77,A941665-2,VETCO GRAY",4228.23,MSA UK-318155,12.0,GBP,10.0 Materials - Production Spares,,
827,ConocoPhillips,Spare,A301046-454,"SCREW,CAP,SOCK HD,A301046-454,VETCO GRAY",73.68,MSA UK-318155,13.0,GBP,10.0 Materials - Production Spares,,
828,ConocoPhillips,Spare,H302217-3,"GASKET,RING,BX152,H302217-3,VETCO GRAY",218.94,MSA UK-318155,14.0,GBP,10.0 Materials - Production Spares,,
829,ConocoPhillips,Spare,H130836-15,"GATE,MANUAL,H130836-15,VETCO GRAY",2401.2,MSA UK-318155,15.0,GBP,10.0 Materials - Production Spares,,
830,ConocoPhillips,Spare,H130952-12,"SEAT,2 1/16 IN,H130952-12,VETCO GRAY",563.61,MSA UK-318155,16.0,GBP,10.0 Materials - Production Spares,,
831,ConocoPhillips,Spare,H130855-30,"STEM,2 1/16 IN,H130855-30,VETCO GRAY",1683,MSA UK-318155,17.0,GBP,10.0 Materials - Production Spares,,
832,ConocoPhillips,Spare,H133530-2,"ASSEMBLY,SEAT SEAL,H133530-2,VETCO GRAY",288.57,MSA UK-318155,18.0,GBP,10.0 Materials - Production Spares,,
833,ConocoPhillips,Spare,H3004303,"SPRING,WAVE,GAP TYPE,H3004303,VETCO GRAY",70.2,MSA UK-318155,19.0,GBP,10.0 Materials - Production Spares,,
834,ConocoPhillips,Spare,H130151-24,"RING,SEAL,H130151-24,VETCO GRAY",488.7,MSA UK-318155,20.0,GBP,10.0 Materials - Production Spares,,
835,ConocoPhillips,Spare,H130873-5,"BUSHING,DRIVE,H130873-5,VETCO GRAY",657,MSA UK-318155,21.0,GBP,10.0 Materials - Production Spares,,
836,ConocoPhillips,Spare,195000-216,"O-RING,NITRILE,195000-216,VETCO GRAY",0.9,MSA UK-318155,22.0,GBP,10.0 Materials - Production Spares,,
837,ConocoPhillips,Spare,A301115-2,"STUD,W/1 NUT,A301115-2,VETCO GRAY",45.01,MSA UK-318155,23.0,GBP,10.0 Materials - Production Spares,,
838,ConocoPhillips,Spare,H130894-3,"PIN,SHEAR,H130894-3,VG-300,VETCO GRAY",63.71,MSA UK-318155,24.0,GBP,10.0 Materials - Production Spares,,
839,ConocoPhillips,Spare,199595-31,"BEARING,THRUST,199595-31,VETCO GRAY",8.92,MSA UK-318155,25.0,GBP,10.0 Materials - Production Spares,,
840,ConocoPhillips,Spare,200095-6,"SEAL,WIPER,200095-6,VETCO GRAY",9,MSA UK-318155,26.0,GBP,10.0 Materials - Production Spares,,
841,ConocoPhillips,Spare,H130896-4,"BUSHING,STEM,H130896-4,VETCO GRAY",213.53,MSA UK-318155,27.0,GBP,10.0 Materials - Production Spares,,
842,ConocoPhillips,Spare,199595-32,"WASHER,THRUST,F/BRG,199595-32,VETCO GRAY",6.3,MSA UK-318155,28.0,GBP,10.0 Materials - Production Spares,,
843,ConocoPhillips,Spare,H130963-1,"GLAND,PACKING,H130963-1,VETCO GRAY",261.9,MSA UK-318155,29.0,GBP,10.0 Materials - Production Spares,,
844,ConocoPhillips,Spare,H130863-1,"SPACER,BRG,H130863-1,VETCO GRAY",218.76,MSA UK-318155,30.0,GBP,10.0 Materials - Production Spares,,
845,ConocoPhillips,Spare,H130893-3,"PIN,THRUST,VG-300,H130893-3,VETCO GRAY",29.7,MSA UK-318155,31.0,GBP,10.0 Materials - Production Spares,,
846,ConocoPhillips,Spare,199868-42,"SCREW,SET,199868-42,VETCO GRAY",13.08,MSA UK-318155,32.0,GBP,10.0 Materials - Production Spares,,
847,ConocoPhillips,Spare,H130892-5,"SLEEVE,RETAINER,H130892-5,VETCO GRAY",74.7,MSA UK-318155,33.0,GBP,10.0 Materials - Production Spares,,
848,ConocoPhillips,Spare,H133531-10,"PACKING,STEM,H133531-10,VETCO GRAY",1391.82,MSA UK-318155,34.0,GBP,10.0 Materials - Production Spares,,
849,ConocoPhillips,Spare,199860-30,"SEAL,T,ROD,199860-30,VETCO GRAY",11.7,MSA UK-318155,35.0,GBP,10.0 Materials - Production Spares,,
850,ConocoPhillips,Spare,195000-266,"O-RING,195000-266,VETCO GRAY",3.6,MSA UK-318155,36.0,GBP,10.0 Materials - Production Spares,,
851,ConocoPhillips,Spare,195000-238,"O-RING,195000-238,VETCO GRAY",2.7,MSA UK-318155,37.0,GBP,10.0 Materials - Production Spares,,
852,ConocoPhillips,Spare,A133183-3,"STEM,A133183-3,VETCO GRAY",2372.04,MSA UK-318155,38.0,GBP,10.0 Materials - Production Spares,,
853,ConocoPhillips,Spare,A133171-5,"RETAINER,PACKING,A133171-5,VETCO GRAY",237.6,MSA UK-318155,39.0,GBP,10.0 Materials - Production Spares,,
854,ConocoPhillips,Spare,A133172-5,"NUT,GLAND,5.125,A133172-5,VETCO GRAY",441,MSA UK-318155,40.0,GBP,10.0 Materials - Production Spares,,
855,ConocoPhillips,Spare,H133930-4,"FITTING,INJECTION,H133930-4,VETCO GRAY",888.49,MSA UK-318155,41.0,GBP,10.0 Materials - Production Spares,,
856,ConocoPhillips,Spare,A949396-1,"GATE,MANUAL,A949396-1,VETCO GRAY",6663.29,MSA UK-318155,42.0,GBP,10.0 Materials - Production Spares,,
857,ConocoPhillips,Spare,A949397-1,"SEAT,718 ALLOY,A949397-1,VETCO GRAY",2140.33,MSA UK-318155,43.0,GBP,10.0 Materials - Production Spares,,
858,ConocoPhillips,Spare,H130894-9,"PIN,SHEAR,H130894-9,VETCO GRAY",181.87,MSA UK-318155,44.0,GBP,10.0 Materials - Production Spares,,
859,ConocoPhillips,Spare,H134207-5,"STEM,MANUAL,H134207-5,VETCO GRAY",4113,MSA UK-318155,45.0,GBP,10.0 Materials - Production Spares,,
860,ConocoPhillips,Spare,H134386-2,"BUSHING,DRIVE,H134386-2,VETCO GRAY",1215,MSA UK-318155,46.0,GBP,10.0 Materials - Production Spares,,
861,ConocoPhillips,Spare,195000-225,"O-RING,195000-225,VETCO GRAY",2.7,MSA UK-318155,47.0,GBP,10.0 Materials - Production Spares,,
862,ConocoPhillips,Spare,199595-34,"SET,BEARING,199595-34,VETCO GRAY",408.81,MSA UK-318155,48.0,GBP,10.0 Materials - Production Spares,,
863,ConocoPhillips,Spare,200095-43,"SEAL,WIPER,200095-43,VETCO GRAY",23.4,MSA UK-318155,49.0,GBP,10.0 Materials - Production Spares,,
864,ConocoPhillips,Spare,H130896-6,"BUSHING,STEM,H130896-6,VETCO GRAY",56.24,MSA UK-318155,50.0,GBP,10.0 Materials - Production Spares,,
865,ConocoPhillips,Spare,H134378-1,"GLAND,EUTECTIC,H134378-1,VETCO GRAY",376.2,MSA UK-318155,51.0,GBP,10.0 Materials - Production Spares,,
866,ConocoPhillips,Spare,H134361-6,"RING,EUTECTIC,H134361-6,VETCO GRAY",301.5,MSA UK-318155,52.0,GBP,10.0 Materials - Production Spares,,
867,ConocoPhillips,Spare,200095-16,"SEAL,WIPER,200095-16,VETCO GRAY",9,MSA UK-318155,53.0,GBP,10.0 Materials - Production Spares,,
868,ConocoPhillips,Spare,195000-324,"O-RING,195000-324,VETCO GRAY",1.8,MSA UK-318155,54.0,GBP,10.0 Materials - Production Spares,,
869,ConocoPhillips,Spare,199595-86,"SET,THRUST BRG,199595-86,VETCO GRAY",42.3,MSA UK-318155,55.0,GBP,10.0 Materials - Production Spares,,
870,ConocoPhillips,Spare,199595-87,"WASHER,THRUST,199595-87,VETCO GRAY",6.52,MSA UK-318155,56.0,GBP,10.0 Materials - Production Spares,,
871,ConocoPhillips,Spare,R301303-2,"GEAR,OPERATOR,R301303-2,VETCO GRAY",1773.47,MSA UK-318155,57.0,GBP,10.0 Materials - Production Spares,,
872,ConocoPhillips,Spare,H131194-1,"GLAND,PACKING,H131194-1,VETCO GRAY",454.61,MSA UK-318155,58.0,GBP,10.0 Materials - Production Spares,,
873,ConocoPhillips,Spare,A102713-1,"BEARING,SPACER,A102713-1,VETCO GRAY",423,MSA UK-318155,59.0,GBP,10.0 Materials - Production Spares,,
874,ConocoPhillips,Spare,H130893-9,"PIN,THRUST,H130893-9,VETCO GRAY",208.8,MSA UK-318155,60.0,GBP,10.0 Materials - Production Spares,,
875,ConocoPhillips,Spare,H130892-8,"SLEEVE,RETAINER,H130892-8,VETCO GRAY",270,MSA UK-318155,61.0,GBP,10.0 Materials - Production Spares,,
876,ConocoPhillips,Spare,H133906-5,"SHIM,BEARING,H133906-5,VETCO GRAY",76.91,MSA UK-318155,62.0,GBP,10.0 Materials - Production Spares,,
877,ConocoPhillips,Spare,H135799-231,"KIT,SPARE PARTS,H135799-231,VETCO GRAY",20557.21,MSA UK-318155,63.0,GBP,10.0 Materials - Production Spares,,
878,ConocoPhillips,Spare,H302246-53,"O-RING,H302246-53,VETCO GRAY",5.4,MSA UK-318155,64.0,GBP,10.0 Materials - Production Spares,,
879,ConocoPhillips,Spare,H302246-54,"O-RING,H302246-54,VETCO GRAY",3.81,MSA UK-318155,65.0,GBP,10.0 Materials - Production Spares,,
880,ConocoPhillips,Spare,H302246-55,"O-RING,H302246-55,VETCO GRAY",2.7,MSA UK-318155,66.0,GBP,10.0 Materials - Production Spares,,
881,ConocoPhillips,Spare,195327-395,"O-RING,BACK UP,195327-395,VETCO GRAY",6.3,MSA UK-318155,67.0,GBP,10.0 Materials - Production Spares,,
882,ConocoPhillips,Spare,D130320-4,"BEARING,D130320-4,VETCO GRAY",89.41,MSA UK-318155,68.0,GBP,10.0 Materials - Production Spares,,
883,ConocoPhillips,Spare,H300250-55,"SEAL,POLYPACK,H300250-55,VETCO GRAY",110.7,MSA UK-318155,69.0,GBP,10.0 Materials - Production Spares,,
884,ConocoPhillips,Spare,491824,"PACKING,CARTRIDGE,491824,VETCO",1431,MSA UK-318155,70.0,GBP,10.0 Materials - Production Spares,,
885,ConocoPhillips,Spare,484699,"BEARING,STEM JOURNAL,484699,VETCO",297.9,MSA UK-318155,71.0,GBP,10.0 Materials - Production Spares,,
886,ConocoPhillips,Spare,491822,"STEM,SL1 5 1/8"" 8 10M,491822,VETCO",1657.7,MSA UK-318155,72.0,GBP,10.0 Materials - Production Spares,,
887,ConocoPhillips,Spare,A130853-1,"RING,SEAL,BONNET,A130853-1,VETCO GRAY",405,MSA UK-318155,73.0,GBP,10.0 Materials - Production Spares,,
888,ConocoPhillips,Spare,H133930-21,"5 1/8"" TYPE D INJECTION FITTING",570,MSA UK-318155,74.0,GBP,10.0 Materials - Production Spares,,
889,ConocoPhillips,Spare,H300431-1,"FITTING,GREASE,H300431-1,VETCO GRAY",34.24,MSA UK-318155,75.0,GBP,10.0 Materials - Production Spares,,
890,ConocoPhillips,Spare,H133602-6,"FTG,CAVITY RLF,CPW,H133602-2,VETCO GRAY",2240,MSA UK-318155,76.0,GBP,10.0 Materials - Production Spares,,
891,ConocoPhillips,Spare,H219563-1,"VALVE PART,GATE,MANUAL, 5-1/8 6500 PSI MSP,",2531.94,MSA UK-318155,77.0,GBP,10.0 Materials - Production Spares,,
892,ConocoPhillips,Spare,H219414-1,"5 1/8"" GATE (SPLIT)",3178.26,MSA UK-318155,78.0,GBP,10.0 Materials - Production Spares,,
893,ConocoPhillips,Spare,H219559-1,"5 1/8"" SEAT",685.24,MSA UK-318155,79.0,GBP,10.0 Materials - Production Spares,,
894,ConocoPhillips,Spare,H133530-12,"SEAT SEAL ASSY,SSV-Q,  5-1/8  5000 PSI MSP,VG-300,PER VGS9.12.4",344.35,MSA UK-318155,80.0,GBP,10.0 Materials - Production Spares,,
895,ConocoPhillips,Spare,H134205-6,"VALVE PART,STEM,MANUAL,  5-1/8  5000 PSI MSP, MODEL VG-300FR,  1-1/4-6ACME LH MOD CENT THD, 105K 630SS NACE,NITRIDED PER ""QPQ"" ",1020,MSA UK-318155,81.0,GBP,10.0 Materials - Production Spares,,
896,ConocoPhillips,Spare,H130151-62,"Ring-Seal,BNT  6.937ID 630SS Nace. MO92 CTD",204,MSA UK-318155,82.0,GBP,10.0 Materials - Production Spares,,
897,ConocoPhillips,Spare,H133531-4,"PACKING,STEM,CT,SSV-Q,  1.875 OD X  1.375 ID X 1.00 LG,PER VGS 9.12.3,PER API 14D AND Q1",1356.2,MSA UK-318155,83.0,GBP,10.0 Materials - Production Spares,,
898,ConocoPhillips,Spare,H130896-5,"VALVE PART,STEM,BUSHING,F/1-1/4 STEM, VIRGIN ",80.58,MSA UK-318155,84.0,GBP,10.0 Materials - Production Spares,,
899,ConocoPhillips,Spare,H133907-2,"VALVE PART,BEARING ASSY,VG-300, 1-1/4 STEM SIZE",336,MSA UK-318155,85.0,GBP,10.0 Materials - Production Spares,,
900,ConocoPhillips,Spare,H134282-1,"GLAND,PACKING,H1342821,VETCO GRAY",650,MSA UK-318155,86.0,GBP,10.0 Materials - Production Spares,,
901,ConocoPhillips,Spare,H134361-3,"VALVE PART,EUTECTIC, 3.031 OD X 2.016 ID X.188 LG,PER VGS5.646.1.3",281.7,MSA UK-318155,87.0,GBP,10.0 Materials - Production Spares,,
902,ConocoPhillips,Spare,H301101-1,"SPRING,COMP COIL, .250 OD X .048 WIRE, 1.250 LGTH,ELGILOY NACE,RC-60 MAX,ENDS CLOSED & GROUND 20 LBS LOAD @ 1.00 WORK HEIGTH ",12.8,MSA UK-318155,88.0,GBP,10.0 Materials - Production Spares,,
903,ConocoPhillips,Spare,195000-220,"O-RING, AS568A-220, 1.359 (NOM 1-3/8) ID, 0.139 (NOM 1/8) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",0.56,MSA UK-318155,89.0,GBP,10.0 Materials - Production Spares,,
904,ConocoPhillips,Spare,195000-343,"O-RING, AS568A-343, 3.725 (NOM 3-3/4) ID, 0.210 (NOM 3/16) CS, MATERIAL PER VGS5.1010.1.1, NITRILE (NBR), 70 DURO A, API 6A, ISO 10423, API17D, PSL1-3 ",2.24,MSA UK-318155,90.0,GBP,10.0 Materials - Production Spares,,
905,ConocoPhillips,Spare,200095-13,"SEAL,WIPER, 2.000 ROD DIA",6.72,MSA UK-318155,91.0,GBP,10.0 Materials - Production Spares,,
906,ConocoPhillips,Spare,200095-8,"SEAL,WIPER, 1.250 ROD DIA",11.04,MSA UK-318155,92.0,GBP,10.0 Materials - Production Spares,,
907,ConocoPhillips,Spare,H130893-5,"VALVE PART,THRUST PIN,VG-300, 1-1/4 STEM, 4140,5160,6150 STEEL,RC 43-48, .625 X 2-5/8 LG ",132,MSA UK-318155,93.0,GBP,10.0 Materials - Production Spares,,
908,ConocoPhillips,Spare,H130894-5,"5 1/8"" SHEAR PIN FOR 1 1/4"" STEM",35.91,MSA UK-318155,94.0,GBP,10.0 Materials - Production Spares,,
909,ConocoPhillips,Spare,H220351-1,"5 1/8"" GATE (SPLIT) FOR HMV - REVERSE ACTING",4236.14,MSA UK-318155,95.0,GBP,10.0 Materials - Production Spares,,
910,ConocoPhillips,Spare,H219416-1,"VALVE PART,SEAT, 5-1/8 6500 PSI MSP,VG-300SNS,105K 630SS NACE W/COBALT BASE #12 OVERLAY,SPECIAL THICKNESS F/USE W/NON-STANDARD SPLIT GATES,ARR FOR WLS & LOW PRESSURE GAS TEST,W/IMPACTS @ -75 DEG F (20/14) ",1882.24,MSA UK-318155,96.0,GBP,10.0 Materials - Production Spares,,
911,ConocoPhillips,Spare,A133182-1,"VALVE PART,VG-300,STEM, 5.125, 5000 PSI MWP,17-4PH ,CH-48 ACTUATED",1190,MSA UK-318155,97.0,GBP,10.0 Materials - Production Spares,,
912,ConocoPhillips,Spare,H133531-17,"PACKING,STEM,CT,SSV-Q,H133531-17,VETCO",1660.19,MSA UK-318155,98.0,GBP,10.0 Materials - Production Spares,,
913,ConocoPhillips,Spare,H133624-10,"GATE,MANUAL,CPW,H133624-10,VETCO GRAY",1666,MSA UK-318155,99.0,GBP,10.0 Materials - Production Spares,,
914,ConocoPhillips,Spare,H130951-25,"4 1/16"" DUAL. SEAT SEALFOR SWAB & LMV",671.06,MSA UK-318155,100.0,GBP,10.0 Materials - Production Spares,,
915,ConocoPhillips,Spare,H133530-10,"VALVE PARTS, SEAT SEAL,VETCO,H133530-10",419.82,MSA UK-318155,101.0,GBP,10.0 Materials - Production Spares,,
916,ConocoPhillips,Spare,H222449-4,"STEM,MANUAL,CPW,H222449-4,VETCO GRAY",790,MSA UK-318155,102.0,GBP,10.0 Materials - Production Spares,,
917,ConocoPhillips,Spare,H130151-69,"4 1/16"" DUAL. BONNET SEAL RING FOR SWAB & LMV",270,MSA UK-318155,103.0,GBP,10.0 Materials - Production Spares,,
918,ConocoPhillips,Spare,H133531-3,"PACKING,STEM,CT, 1.750 OD X 1.250 ID X 1.00 LG,",1318.38,MSA UK-318155,104.0,GBP,10.0 Materials - Production Spares,,
919,ConocoPhillips,Spare,H130896-2,"BUSHING,STEM,CPW,H130896-2,VETCO GRAY",104.61,MSA UK-318155,105.0,GBP,10.0 Materials - Production Spares,,
920,ConocoPhillips,Spare,H134381-1,"BUSHING,DRIVE,CPW,H134381-1,VETCO GRAY",900,MSA UK-318155,106.0,GBP,10.0 Materials - Production Spares,,
921,ConocoPhillips,Spare,H222447-1,"GLAND,PACKING,CPW,H222447-1,VETCO GRAY",425.85,MSA UK-318155,107.0,GBP,10.0 Materials - Production Spares,,
922,ConocoPhillips,Spare,H134361-13,"RING,EUTECTIC,CPW,H134361-13,VETCO GRAY",296,MSA UK-318155,108.0,GBP,10.0 Materials - Production Spares,,
923,ConocoPhillips,Spare,H134380-1,"GLAND,EUTECTIC,H134380-1,VETCO GRAY",282,MSA UK-318155,109.0,GBP,10.0 Materials - Production Spares,,
924,ConocoPhillips,Spare,H300430-7,"VALVE PARTS,SPRING,WAVE,VETCO, H300430-7",204.96,MSA UK-318155,110.0,GBP,10.0 Materials - Production Spares,,
925,ConocoPhillips,Spare,H300430-79,"SPRING,WAVE,H300430-79,VETCO GRAY",231.17,MSA UK-318155,111.0,GBP,10.0 Materials - Production Spares,,
926,ConocoPhillips,Spare,H133930-15,"FTG,INJECTION,CPW,H133930-15,VETCO GRAY",607.29,MSA UK-318155,112.0,GBP,10.0 Materials - Production Spares,,
927,ConocoPhillips,Spare,199595-27,"BEARING,THRUST,CPW,199595-27,VETCO GRAY",18.12,MSA UK-318155,113.0,GBP,10.0 Materials - Production Spares,,
928,ConocoPhillips,Spare,199595-30,"WASHER,THRUST,CPW,199595-30,VETCO GRAY",9.2,MSA UK-318155,114.0,GBP,10.0 Materials - Production Spares,,
929,ConocoPhillips,Spare,H130893-4,"PIN,THRUST,CPW,H130893-4,VETCO GRAY",55.8,MSA UK-318155,115.0,GBP,10.0 Materials - Production Spares,,
930,ConocoPhillips,Spare,200095-7,"SEAL,WIPER,CPW,200095-7,VETCO GRAY",6.6,MSA UK-318155,116.0,GBP,10.0 Materials - Production Spares,,
931,ConocoPhillips,Spare,200095-30,"SEAL,WIPER,CPW,200095-30,VETCO GRAY",11.12,MSA UK-318155,117.0,GBP,10.0 Materials - Production Spares,,
932,ConocoPhillips,Spare,H130894-4,"PIN,SHEAR,CPW,H130894-4,VETCO GRAY",69.21,MSA UK-318155,118.0,GBP,10.0 Materials - Production Spares,,
933,ConocoPhillips,Spare,H130951-3,"SEAT,CPW,H130951-3,VETCO GRAY",640.64,MSA UK-318155,119.0,GBP,10.0 Materials - Production Spares,,
934,ConocoPhillips,Spare,A133180-2,"STEM,ACTUATED,CPW,A133180-2,VETCO GRAY",2170,MSA UK-318155,120.0,GBP,10.0 Materials - Production Spares,,
935,ConocoPhillips,Spare,H133531-8,"PACKING,CPW,H133531-8,VETCO GRAY",900,MSA UK-318155,121.0,GBP,10.0 Materials - Production Spares,,
