,Part Number,Quote,Unit Cost Price,Unit Sell Price,CM,Date,Qty
1240,315119,Q302504,214.0,642.0,0.67,2019-08-21,1.0
1241,309553,Q302504,0.94,6.24,0.85,2019-08-21,1.0
1242,342991,Q302504,7.74,51.57,0.85,2019-08-21,1.0
1243,326011,Q302504,81.91,327.64,0.75,2019-08-21,1.0
1244,300311,Q302504,2.4,16.0,0.85,2019-08-21,1.0
1245,495622,Q302501,85.31,341.24,0.75,2019-08-27,8.0
1246,488653,Q302501,939.75,2819.25,0.67,2019-08-27,1.0
1247,495623,Q302501,57.22,228.92,0.75,2019-08-27,16.0
1248,488672-2,Q302501,336.26,1017.78,0.67,2019-08-27,2.0
1249,488534,Q302501,65.58,262.32,0.75,2019-08-27,2.0
1250,488535,Q302501,1.78,11.83,0.85,2019-08-27,1.0
1251,495227,Q302501,2945.25,7363.13,0.6,2019-08-27,1.0
1252,488541,Q302501,1039.5,3118.5,0.67,2019-08-27,1.0
1253,488549,Q302501,13.95,55.8,0.75,2019-08-27,1.0
1254,488550,Q302501,203.78,611.34,0.67,2019-08-27,1.0
1255,482420,Q302501,215.88,647.64,0.67,2019-08-27,1.0
1256,480496,Q302501,111.3,333.9,0.67,2019-08-27,1.0
1257,480758,Q302501,123.9,371.7,0.67,2019-08-27,1.0
1258,480757,Q302501,189.0,567.0,0.67,2019-08-27,1.0
1259,480842,Q302501,64.05,256.2,0.75,2019-08-27,8.0
1260,480806,Q302501,128.1,384.3,0.67,2019-08-27,4.0
1261,488734,Q302501,126.0,378.0,0.67,2019-08-27,4.0
1262,111050G,Q302470,30.0,120.0,0.75,2019-09-16,2.0
1263,483442,Q302569,543.6,1358.99,0.6,2019-11-13,2.0
1264,C7000176-1H191 ,2046933,52519.77,56045.39,0.06,2019-07-12,1.0
1265,C350302-3 REF,2046933,893.54,1761.86,0.49,2019-07-12,2.0
1266,C350302-2 REF,2046933,893.54,1761.86,0.49,2019-07-12,4.0
1267,H261108-11,2046933,4090.52,35027.77,0.88,2019-07-12,2.0
1268,H437885-1,2046933,934.88,1843.38,0.49,2019-07-12,1.0
1269,H203041-1 REF,2046933,1378.69,2718.48,0.49,2019-07-12,1.0
1270,C7000187-1,2046933,10457.48,10302.0,-0.02,2019-07-12,1.0
1271,C6000404-16,2046933,538.01,540.58,0.0,2019-07-12,6.0
1272,C7000160-1H191,2060406,4276.86,9829.42,0.56,2019-08-02,1.0
1273,C7000176-1H191,2060406,11901.66,56045.39,0.79,2019-08-02,1.0
1274,C7000177-1,2060406,804.59,841.95,0.04,2019-08-02,1.0
1275,C7000179-1H191,2060406,22751.83,29884.86,0.24,2019-08-02,1.0
1276,H367830-4H191,2060406,1378.93,1083.64,-0.27,2019-08-02,1.0
1277,H300284-9,2060406,91.93,139.59,0.34,2019-08-02,1.0
1278,H407947-1H191,2060407,205045.78,294599.53,0.3,2019-08-02,1.0
1279,H302217-13,2060407,53.41,273.21,0.8,2019-08-02,1.0
1280,H71244-9H191,2060407,940.3,1845.09,0.49,2019-08-02,1.0
1281,A930886-29,Q302461,320.03,615.7,0.48,,6.0
1282,365203,Q302461,134.53,258.82,0.48,,3.0
1283,318448,Q302461,90.04,259.84,0.65,,2.0
1284,H300543-135,Q302461,80.37,231.92,0.65,,4.0
1285,H300543-138,Q302461,97.0,279.92,0.65,,2.0
1286,H367830-2,Q302461,819.0,1083.64,0.24,,2.0
1287,H139000-305,Q302461,15.09,43.56,0.65,,6.0
1288,85-030-316-90,Q302461,0.67,2.56,0.74,,12.0
1289,H300543-135,Q302461,80.37,231.92,0.65,,3.0
1290,345741,Q302461,82.1,236.94,0.65,,2.0
1291,351037,Q302461,15.94,45.99,0.65,,2.0
1292,345098,Q302461,141.71,272.63,0.48,,2.0
1293,H71244-9H191,Q302461,683.55,1315.06,0.48,,2.0
1294,302131,Q302461,15.96,46.05,0.65,,3.0
1295,A300681-4,Q302461,19.24,55.51,0.65,,3.0
1296,350345,Q302461,392.75,755.61,0.48,,2.0
1297,84-010-004-04,Q302461,7.37,28.34,0.74,,2.0
1298,H302217-13,Q302461,75.6,273.21,0.72,,2.0
1299,H302217-1 ,Q302461,78.12,123.75,0.37,,2.0
1300,801969,Q302461,3.05,11.74,0.74,,8.0
1301,C6000404-16,Q302461,814.26,540.58,-0.51,,4.0
1302,L300000-1,Q302461,37.45,108.1,0.65,,2.0
1303,A150973-437,Q302461,2.88,11.08,0.74,,2.0
1304,C322437-2,Q302461,13.41,38.7,0.65,,1.0
1305,L300000-50,Q302461,58.56,168.98,0.65,,2.0
1306,195003-121,Q302437,0.2,0.84,0.76,2019-05-16,1.0
1307,195327-67,Q302437,0.33,1.4,0.76,2019-05-16,1.0
1308,116945,Q302437,8.01,33.64,0.76,2019-05-16,1.0
1309,157933,Q302437,148.0,310.8,0.52,2019-05-16,1.0
1310,195003-262,Q302437,2.32,9.76,0.76,2019-05-16,1.0
1311,195327-186,Q302437,3.82,16.04,0.76,2019-05-16,1.0
1312,137863,Q302437,10.05,31.65,0.68,2019-05-16,34.0
1313,A132670,2023126,85.0,255.0,0.67,2019-05-08,8.0
1314,A91181-1 REF,1815458 Rev 01,4308.56,9754.08,0.56,2019-05-09,1.0
1315,73270,Total OMPs,55.74,167.21,0.67,2019-05-09,1.0
1316,?,Total OMPs,51.44,154.32,0.67,2019-05-09,1.0
1317,114425-27,Total OMPs,19.18,58.11,0.67,2019-05-09,6.0
1318,149085-1,Total OMPs,15.24,52.0,0.71,2019-05-09,10.0
1319,190387-62,Total OMPs,23.41,46.82,0.5,2019-05-09,2.0
1320,190387-80,Total OMPs,13.36,53.6,0.75,2019-05-09,4.0
1321,191572-10,Total OMPs,6.34,25.36,0.75,2019-05-09,2.0
1322,191572-12,Total OMPs,11.01,33.03,0.67,2019-05-09,2.0
1323,193413-312,Total OMPs,8.03,32.12,0.75,2019-05-09,1.0
1324,193413-313,Total OMPs,11.13,33.39,0.67,2019-05-09,2.0
1325,193413-314,Total OMPs,15.22,45.69,0.67,2019-05-09,2.0
1326,195000-152,Total OMPs,0.51,2.04,0.75,2019-05-09,1.0
1327,195000-161,Total OMPs,1.85,7.4,0.75,2019-05-09,1.0
1328,195000-326,Total OMPs,0.24,2.0,0.88,2019-05-09,3.0
1329,195000-344,Total OMPs,0.79,3.0,0.74,2019-05-09,1.0
1330,195000-347,Total OMPs,0.6,2.4,0.75,2019-05-09,1.0
1331,195000-352,Total OMPs,1.22,4.88,0.75,2019-05-09,1.0
1332,195000-384,Total OMPs,11.95,34.14,0.65,2019-05-09,2.0
1333,195000-387,Total OMPs,12.18,36.54,0.67,2019-05-09,1.0
1334,195000-388,Total OMPs,8.24,27.45,0.7,2019-05-09,1.0
1335,195000-436,Total OMPs,1.61,12.0,0.87,2019-05-09,1.0
1336,195000-437,Total OMPs,2.44,9.76,0.75,2019-05-09,1.0
1337,195000-438,Total OMPs,2.44,9.76,0.75,2019-05-09,1.0
1338,195000-449,Total OMPs,2.13,8.08,0.74,2019-05-09,1.0
1339,195000-451,Total OMPs,3.92,15.68,0.75,2019-05-09,1.0
1340,195000-452,Total OMPs,13.29,39.87,0.67,2019-05-09,2.0
1341,195000-455,Total OMPs,12.27,36.81,0.67,2019-05-09,2.0
1342,195000-457,Total OMPs,12.36,37.45,0.67,2019-05-09,2.0
1343,195000-458,Total OMPs,13.0,39.0,0.67,2019-05-09,1.0
1344,195000-464,Total OMPs,5.76,23.0,0.75,2019-05-09,2.0
1345,195000-469,Total OMPs,8.27,31.52,0.74,2019-05-09,1.0
1346,195025-354,Total OMPs,6.81,35.0,0.81,2019-05-09,8.0
1347,195035-253,Total OMPs,35.11,165.75,0.79,2019-05-09,2.0
1348,195035-282,Total OMPs,4.72,18.92,0.75,2019-05-09,2.0
1349,195035-336,Total OMPs,52.5,160.0,0.67,2019-05-09,2.0
1350,195036-280,Total OMPs,11.62,34.85,0.67,2019-05-09,4.0
1351,195066-11,Total OMPs,2.33,9.32,0.75,2019-05-09,1.0
1352,195184-106,Total OMPs,38.86,70.65,0.45,2019-05-09,1.0
1353,195327-247,Total OMPs,2.0,8.0,0.75,2019-05-09,2.0
1354,195327-247,Total OMPs,2.0,8.0,0.75,2019-05-09,2.0
1355,195327-308,Total OMPs,13.41,40.23,0.67,2019-05-09,2.0
1356,195327-323,Total OMPs,13.17,39.51,0.67,2019-05-09,4.0
1357,195327-328,Total OMPs,14.36,43.08,0.67,2019-05-09,4.0
1358,195327-363,Total OMPs,3.36,13.44,0.75,2019-05-09,2.0
1359,195357-82,Total OMPs,64.57,193.69,0.67,2019-05-09,1.0
1360,195358-34,Total OMPs,87.11,261.33,0.67,2019-05-09,3.0
1361,199868-69,Total OMPs,8.5,34.0,0.75,2019-05-09,4.0
1362,201007-24,Total OMPs,29.6,88.8,0.67,2019-05-09,6.0
1363,201323-450,Total OMPs,6.42,25.68,0.75,2019-05-09,1.0
1364,201628-62,Total OMPs,105.61,349.7,0.7,2019-05-09,1.0
1365,201628-64,Total OMPs,223.87,447.74,0.5,2019-05-09,1.0
1366,201706-5,Total OMPs,6.41,23.24,0.72,2019-05-09,1.0
1367,201833-61,Total OMPs,70.87,232.0,0.69,2019-05-09,1.0
1368,201833-67,Total OMPs,239.79,435.97,0.45,2019-05-09,1.0
1369,A144337-2,Total OMPs,2.39,29.28,0.92,2019-05-09,12.0
1370,A170005-38,Total OMPs,4428.74,7381.24,0.4,2019-05-09,1.0
1371,A300032-3,Total OMPs,25.94,171.43,0.85,2019-05-09,1.0
1372,A300066-46,Total OMPs,199.24,362.25,0.45,2019-05-09,16.0
1373,A300133-1,Total OMPs,70.9,191.61,0.63,2019-05-09,1.0
1374,A300133-2,Total OMPs,49.97,165.7,0.7,2019-05-09,1.0
1375,A300133-3,Total OMPs,73.38,220.14,0.67,2019-05-09,2.0
1376,A300133-7,Total OMPs,79.59,238.77,0.67,2019-05-09,2.0
1377,A300800-2,Total OMPs,6.64,18.97,0.65,2019-05-09,2.0
1378,A300804-2,Total OMPs,11.06,33.18,0.67,2019-05-09,2.0
1379,A300872-1,Total OMPs,5.14,20.6,0.75,2019-05-09,12.0
1380,A300872-2,Total OMPs,20.7,62.1,0.67,2019-05-09,12.0
1381,A301017-363,Total OMPs,12.77,38.31,0.67,2019-05-09,8.0
1382,A301020-496,Total OMPs,45.13,135.39,0.67,2019-05-09,4.0
1383,A301046-382,Total OMPs,20.16,60.48,0.67,2019-05-09,4.0
1384,A301099-2,Total OMPs,48.39,120.99,0.6,2019-05-09,1.0
1385,A301314-5,Total OMPs,488.25,1085.0,0.55,2019-05-09,2.0
1386,A301339-9,Total OMPs,246.87,553.0,0.55,2019-05-09,3.0
1387,A70309-1,Total OMPs,64.09,310.0,0.79,2019-05-09,2.0
1388,A70309-2,Total OMPs,33.26,99.78,0.67,2019-05-09,2.0
1389,A70309-5,Total OMPs,19.69,93.0,0.79,2019-05-09,4.0
1390,A70944-1,Total OMPs,134.4,268.0,0.5,2019-05-09,1.0
1391,A73266-1,Total OMPs,3395.0,7038.57,0.52,2019-05-09,1.0
1392,A930664-2,Total OMPs,738.68,1343.05,0.45,2019-05-09,2.0
1393,A930978-1,Total OMPs,40.06,185.6,0.78,2019-05-09,12.0
1394,A931319-1,Total OMPs,27.0,49.1,0.45,2019-05-09,16.0
1395,A931486-1KIT2,Total OMPs,41.46,130.41,0.68,2019-05-09,1.0
1396,A935892-1,Total OMPs,19.34,70.08,0.72,2019-05-09,4.0
1397,D70548-1,Total OMPs,43.64,130.92,0.67,2019-05-09,4.0
1398,H139000-195,Total OMPs,637.35,1158.82,0.45,2019-05-09,1.0
1399,H139000-236,Total OMPs,778.05,1414.64,0.45,2019-05-09,2.0
1400,H300025-12,Total OMPs,237.82,365.88,0.35,2019-05-09,1.0
1401,H300140-7,Total OMPs,5.25,30.0,0.82,2019-05-09,4.0
1402,H300150-19,Total OMPs,49.09,162.0,0.7,2019-05-09,4.0
1403,H300208-10,Total OMPs,99.75,181.36,0.45,2019-05-09,1.0
1404,H300208-8,Total OMPs,33.08,60.14,0.45,2019-05-09,1.0
1405,H300431-8,Total OMPs,43.36,130.08,0.67,2019-05-09,4.0
1406,H300667-10,Total OMPs,22.73,64.95,0.65,2019-05-09,2.0
1407,H300667-8,Total OMPs,12.17,70.0,0.83,2019-05-09,1.0
1408,H300670-6,Total OMPs,6.38,39.24,0.84,2019-05-09,36.0
1409,H300733-4,Total OMPs,16.4,64.68,0.75,2019-05-09,10.0
1410,H301032-1,Total OMPs,44.1,132.3,0.67,2019-05-09,1.0
1411,H302246-16,Total OMPs,52.86,158.58,0.67,2019-05-09,1.0
1412,H70843-32,Total OMPs,49.18,89.42,0.45,2019-05-09,2.0
1413,L300000-10,Total OMPs,214.83,429.66,0.5,2019-05-09,1.0
1414,A70276-15,2037031,10521.06,20429.24,0.48,2019-05-15,1.0
1415,A934454-1,2032973,1.17,4.68,0.75,2019-05-16,1.0
1416,H300430-20,1715702,114.54,229.05,0.5,2019-05-10,1.0
1417,H133530-23,1715702,353.05,588.42,0.4,2019-05-10,1.0
1418,A930274-1,1715702,1636.95,3273.9,0.5,2019-05-10,1.0
1419,201510-158,1715702,6.27,33.78,0.81,2019-05-10,1.0
1420,H130151-56,1715702,630.0,1260.0,0.5,2019-05-10,1.0
1421,A930179-2,1715702,365.4,730.8,0.5,2019-05-10,1.0
1422,A133496-4,1715702,656.25,1312.5,0.5,2019-05-10,1.0
1423,H133531-8,1715702,828.32,1656.65,0.5,2019-05-10,1.0
1424,H133531-32,1715702,876.56,1719.24,0.49,2019-05-10,1.0
1425,193474-225,1715702,1.3,5.2,0.75,2019-05-10,1.0
1426,A301115-26,1715702,22.59,45.17,0.5,2019-05-10,8.0
1427,193474-356,1715702,7.96,31.84,0.75,2019-05-10,1.0
1428,193474-242,1715702,2.79,11.16,0.75,2019-05-10,1.0
1429,195034-89,1715702,31.5,94.5,0.67,2019-05-10,2.0
1430,193474-208,1715702,5.25,21.0,0.75,2019-05-10,1.0
1431,A301046-451,1715702,10.37,31.11,0.67,2019-05-10,8.0
1432,191100-1,1715702,3.55,14.2,0.75,2019-05-10,2.0
1433,A301115-29,1715702,45.2,135.6,0.67,2019-05-10,8.0
1434,H130465-2,1715702,12.1,48.0,0.75,2019-05-10,1.0
1435,191055-19,1715702,0.21,1.0,0.79,2019-05-10,2.0
1436,A300996-2,1715702,298.2,653.6,0.54,2019-05-10,1.0
1437,A301314-5,1715702,488.25,1085.0,0.55,2019-05-10,4.0
1438,A134025-2,1810432,2614.5,4753.64,0.45,2019-05-22,1.0
1439,201200-156,Q302449,456.0,912.0,0.5,2019-05-29,5.0
1440,143000-11EIC,1900349,2924.75,7904.73,0.63,2019-06-07,1.0
1441,A73204-1,1900349,23424.71,36601.11,0.36,2019-06-07,1.0
1442,H133702-8,1900349,17012.92,25392.42,0.33,2019-06-07,1.0
1443,A306600-1B47,1900349,12707.31,29899.56,0.58,2019-06-07,3.0
1444,H71696-1,1900349,12416.41,20058.83,0.38,2019-06-07,2.0
1445,A107095-1,1900349,104485.6,141196.75,0.26,2019-06-07,1.0
1446,H133702-7,1900349,21792.25,33526.53,0.35,2019-06-07,2.0
1447,A279921-1B47,1900349,43444.9,64843.13,0.33,2019-06-07,1.0
1448,H133702-10,1900349,17870.31,29783.84,0.4,2019-06-07,2.0
1449,A134115-2,1900349,23145.44,33064.91,0.3,2019-06-07,2.0
1450,A73235-1,1900349,9933.54,16555.9,0.4,2019-06-07,1.0
1451,11087-26,1900350,892.5,1611.01,0.45,2019-06-12,54.0
1452,201200-345,1947121,269.38,538.76,0.5,2019-06-14,2.0
1453,A73204-1,1900349,17411.0,26380.3,0.34,2019-06-20,1.0
1454,A930732-1,2054798,23215.8,34140.88,0.32,2019-06-20,1.0
1455,112885G,Q302469,99.75,299.25,0.67,2019-07-03,2.0
1456,R300363-15,Q302469,2.32,9.28,0.75,2019-07-03,20.0
1457,D72123-1,2071143,7606.27,11701.95,0.35,2019-07-10,1.0
1458,200752-3,Q302479,3.68,15.44,0.76,2019-07-12,12.0
1459,332239,1894598,239.82,89.94,-1.67,2019-07-16,8.0
1460,S004-004,1894598,65.1,32.56,-1.0,2019-07-16,8.0
1461,303786,1894598,311.85,650.0,0.52,2019-07-16,2.0
1462,304529,1894598,280.25,233.54,-0.2,2019-07-16,2.0
1463,303983,1894598,640.5,1281.0,0.5,2019-07-16,1.0
1464,83-000-230-86,1894598,0.36,1.44,0.75,2019-07-16,1.0
1465,71510413,1894598,4.25,17.0,0.75,2019-07-16,1.0
1466,70510038,1894598,1.28,1.12,-0.14,2019-07-16,4.5
1467,310921,1894598,543.6,217.44,-1.5,2019-07-16,5.0
1468,71510418,1894598,3.02,12.08,0.75,2019-07-16,1.0
1469,342991,1894598,57.57,95.95,0.4,2019-07-16,1.0
1470,S038-005,1894598,1.47,8.0,0.82,2019-07-16,2.0
1471,330057,1894598,11.94,48.0,0.75,2019-07-16,1.0
1472,A50474-2,Q302468,1747.2,3176.73,0.45,2019-07-17,2.0
1473,A300105-206,2040736,46.33,200.0,0.77,2019-08-12,4.0
1474,490237,Q302496,25.7,77.1,0.67,2019-08-13,8.0
1475,195000-213,2088249,0.14,0.56,0.75,2019-08-26,1.0
1476,A132670,2088249,177.52,295.87,0.4,2019-08-26,2.0
1477,A303646-1,1997738,102.1,306.34,0.67,2019-08-26,1.0
1478,D71030-2,2003924,1905.4,3810.81,0.5,2019-08-30,1.0
1479,A930579-1,2003924,824.25,1373.75,0.4,2019-08-30,1.0
1480,D300035-1,2003924,51.6,93.82,0.45,2019-08-30,28.0
1481,H301004-1,2003924,20.35,33.92,0.4,2019-08-30,6.0
1482,D300032-2,2003924,17.64,29.4,0.4,2019-08-30,84.0
1483,A930584-1,2003924,724.5,1207.5,0.4,2019-08-30,2.0
1484,A930584-2,2003924,724.5,1207.5,0.4,2019-08-30,2.0
1485,A930584-3,2003924,724.5,1207.5,0.4,2019-08-30,2.0
1486,A300168-5,Q302514,214.2,436.0,0.51,2019-09-02,20.0
1487,199595-27,Q302516,3.29,27.0,0.88,2019-09-02,10.0
1488,A133188-1,Q302516,28.54,109.0,0.74,2019-09-02,10.0
1489,A133189-1,Q302516,22.93,45.86,0.5,2019-09-02,10.0
1490,A301046-343,Q302516,10.85,27.12,0.6,2019-09-02,76.0
1491,H300432-1,Q302516,0.49,4.0,0.88,2019-09-02,32.0
1492,199595-31,Q302516,2.38,20.2,0.88,2019-09-02,10.0
1493,199595-28,Q302516,3.52,22.0,0.84,2019-09-02,16.0
1494,A90933-142,2077264,26730.9,49501.67,0.46,2019-09-12,2.0
1495,H133702-6,2074259,24577.35,44686.09,0.45,2019-09-12,1.0
1496,A73236-1,2074259,1499.4,6266.67,0.76,2019-09-12,1.0
1497,A145672-1,302499,359.1,718.2,0.5,2019-09-19,6.0
1498,BX152-SS,302499,4.71,18.84,0.75,2019-09-19,15.0
1499,51246N,302499,502.95,914.45,0.45,2019-09-19,10.0
1500,A90046-3,302499,497.7,829.5,0.4,2019-09-19,2.0
1501,A301115-132,302526,42.72,128.16,0.67,2019-09-24,8.0
1502,142293,302537,74.39,223.17,0.67,2019-09-24,1.0
1503,193474-214,302538,0.79,3.16,0.75,2019-09-24,2.0
1504,193474-333,302538,3.43,13.72,0.75,2019-09-24,2.0
1505,D70789-1,302515,993.3,1806.0,0.45,2019-09-24,10.0
1506,A131929,302515,837.59,1540.02,0.46,2019-09-24,10.0
1507,317351,1799877,834.75,2997.43,0.72,2019-09-30,2.0
1508,338063,1799877,249.38,498.75,0.5,2019-09-30,1.0
1509,345098,1799877,140.82,281.64,0.5,2019-09-30,10.0
1510,361932,1799877,47.45,142.35,0.67,2019-09-30,20.0
1511,361933,1799877,9.12,36.48,0.75,2019-09-30,56.0
1512,363489,1799877,1580.25,3160.5,0.5,2019-09-30,1.0
1513,363558,1799877,861.0,1722.0,0.5,2019-09-30,1.0
1514,376295,1799877,240.02,400.04,0.4,2019-09-30,3.0
1515,490237,1799877,25.34,50.69,0.5,2019-09-30,10.0
1516,70204,1799877,12.25,36.75,0.67,2019-09-30,8.0
1517,72096,1799877,0.8,3.2,0.75,2019-09-30,30.0
1518,H300284-1,1799877,4.15,16.6,0.75,2019-09-30,13.0
1519,H300284-2,1799877,5.17,20.68,0.75,2019-09-30,9.0
1520,D70348-1,302547,1080.0,2297.87,0.53,2019-10-02,1.0
1521,159625,302547,7.12,37.92,0.81,2019-10-02,8.0
1522,H300074-21,302547,12.5,37.5,0.67,2019-10-02,3.0
1523,H90759-4 ,G7 VO,800.1,1454.73,0.45,2019-10-04,1.0
1524,A931234-1 ,G7 VO,9072.0,16494.55,0.45,2019-10-04,1.0
1525,A72941-2 ,G7 VO,1932.0,3091.2,0.37,2019-10-04,1.0
1526,A72941-3 ,G7 VO,1170.75,1672.5,0.3,2019-10-04,1.0
1527,A131533-1 REF,2074226,63334.7,117237.13,0.46,2019-10-09,1.0
1528,A72860-9,2100179,4962.5,8990.04,0.45,2019-10-09,1.0
1529,H464536-18,302550,,136.5,,2019-10-11,8.0
1530,A303646-1,302527,104.65,306.34,0.66,2019-10-15,6.0
1531,195000-216,302527,0.14,5.79,0.98,2019-10-15,3.0
1532,195000-219,302527,0.17,2.0,0.92,2019-10-15,2.0
1533,H300074-24,302527,91.08,182.16,0.5,2019-10-15,3.0
1534,A90031-2,302527,149.6,659.4,0.77,2019-10-15,3.0
1535,A300105-339,302527,22.73,47.18,0.52,2019-10-15,20.0
1536,"A300105-205
",302527,14.08,53.46,0.74,2019-10-15,44.0
1537,H90759-4,302527,800.1,1406.38,0.43,2019-10-15,3.0
1538,A300105-206,302527,39.83,200.0,0.8,2019-10-15,32.0
1539,A90052-9B47,302527,1248.66,2081.1,0.4,2019-10-15,2.0
1540,A90853-1B47,302527,10285.8,14694.0,0.3,2019-10-15,1.0
1541,A301115-25,302527,9.13,31.41,0.71,2019-10-15,16.0
1542,A930978-1,302527,15.5,185.6,0.92,2019-10-15,15.0
1543,A145151,302527,32.17,87.0,0.63,2019-10-15,1.0
1544,A930566-1,302527,203.96,1150.0,0.82,2019-10-15,2.0
1545,A305700-1,Q302528,2400.28,4800.55,0.5,2019-10-22,1.0
1546,A100608-1,Q302528,7880.75,14328.64,0.45,2019-10-22,1.0
1547,TBC,2076690,23554.43,47889.88,0.51,2019-10-24,1.0
1548,170617,2109014,16.76,50.28,0.67,2019-11-04,1.0
1549,191055-17,2109014,0.05,0.8,0.94,2019-11-04,4.0
1550,191055-19,2109014,0.31,1.24,0.75,2019-11-04,4.0
1551,50557N,2109014,417.9,696.5,0.4,2019-11-04,2.0
1552,A110784-79,2109014,12.6,37.8,0.67,2019-11-04,1.0
1553,A130076-1,2109014,10.84,39.0,0.72,2019-11-04,1.0
1554,A300105-339,2109014,22.18,47.18,0.53,2019-11-04,4.0
1555,A300106-4,2109014,0.27,1.08,0.75,2019-11-04,1.0
1556,A90031-2,2109014,135.82,659.4,0.79,2019-11-04,1.0
1557,"A930584-2
",Q302561,897.75,1496.25,0.4,2019-11-14,1.0
1558,"A930584-3
",Q302561,897.75,1496.25,0.4,2019-11-14,1.0
1559,A72910-3,Q302555,4147.5,7766.85,0.47,2019-11-14,1.0
1560,A107009-3,1643345,3355.29,5735.54,0.42,2019-11-21,1.0
1561,A107009-4,1643345,3355.29,5735.54,0.42,2019-11-21,1.0
1562,A107019-1,1643345,955.5,1968.89,0.51,2019-11-21,1.0
1563,A300872-1,OMP SPARES,5.14,20.6,0.75,2019-05-07,12.0
1564,A300872-2,OMP SPARES,20.7,62.1,0.67,2019-05-07,12.0
1565,A931486-1-KIT2,OMP SPARES,41.46,130.41,0.68,2019-05-07,1.0
1566,195000-469,OMP SPARES,8.27,31.52,0.74,2019-05-07,1.0
1567,201706-5,OMP SPARES,6.41,23.24,0.72,2019-05-07,1.0
1568,L300000-10,OMP SPARES,214.83,429.66,0.5,2019-05-07,1.0
1569,195000-464,OMP SPARES,5.76,23.0,0.75,2019-05-07,2.0
1570,195000-388,OMP SPARES,8.24,27.45,0.7,2019-05-07,1.0
1571,195000-469,OMP SPARES,8.27,31.52,0.74,2019-05-07,1.0
1572,195035-336,OMP SPARES,52.5,160.0,0.67,2019-05-07,2.0
1573,114425-27,OMP SPARES,19.18,58.11,0.67,2019-05-07,6.0
1574,191572-10,OMP SPARES,6.34,25.36,0.75,2019-05-07,2.0
1575,193413-312,OMP SPARES,8.03,32.12,0.75,2019-05-07,1.0
1576,195000-384,OMP SPARES,11.95,34.14,0.65,2019-05-07,2.0
1577,195000-387,OMP SPARES,12.18,36.54,0.67,2019-05-07,1.0
1578,195000-458,OMP SPARES,13.0,39.0,0.67,2019-05-07,1.0
1579,195036-280,OMP SPARES,11.62,34.85,0.67,2019-05-07,4.0
1580,195357-82,OMP SPARES,64.57,193.69,0.67,2019-05-07,1.0
1581,195358-34,OMP SPARES,87.11,261.33,0.67,2019-05-07,3.0
1582,A170005-38,OMP SPARES,4428.74,7381.24,0.4,2019-05-07,1.0
1583,A73266-1,OMP SPARES,3395.0,7038.57,0.52,2019-05-07,1.0
1584,A930978-1,OMP SPARES,40.06,185.6,0.78,2019-05-07,12.0
1585,190387-62,OMP SPARES,23.41,46.82,0.5,2019-05-07,2.0
1586,190387-80,OMP SPARES,13.36,53.6,0.75,2019-05-07,4.0
1587,193413-312,OMP SPARES,8.03,32.12,0.75,2019-05-07,1.0
1588,193413-313,OMP SPARES,11.13,33.39,0.67,2019-05-07,2.0
1589,193413-314,OMP SPARES,15.22,45.69,0.67,2019-05-07,2.0
1590,195000-326,OMP SPARES,0.24,2.0,0.88,2019-05-07,3.0
1591,195000-347,OMP SPARES,0.6,2.4,0.75,2019-05-07,1.0
1592,195000-437,OMP SPARES,2.44,9.76,0.75,2019-05-07,1.0
1593,195000-457,OMP SPARES,12.36,37.45,0.67,2019-05-07,2.0
1594,195327-247,OMP SPARES,2.0,8.0,0.75,2019-05-07,2.0
1595,195327-308,OMP SPARES,13.41,40.23,0.67,2019-05-07,2.0
1596,195327-328,OMP SPARES,14.36,43.08,0.67,2019-05-07,4.0
1597,199868-69,OMP SPARES,8.5,34.0,0.75,2019-05-07,4.0
1598,201007-24,OMP SPARES,29.6,88.8,0.67,2019-05-07,6.0
1599,A300133-1,OMP SPARES,70.9,191.61,0.63,2019-05-07,1.0
1600,A300133-2,OMP SPARES,49.97,165.7,0.7,2019-05-07,1.0
1601,A300133-7,OMP SPARES,79.59,238.77,0.67,2019-05-07,2.0
1602,A70309-1,OMP SPARES,64.09,310.0,0.79,2019-05-07,2.0
1603,A70944-1,OMP SPARES,134.4,268.0,0.5,2019-05-07,1.0
1604,D70548-1,OMP SPARES,43.64,130.92,0.67,2019-05-07,4.0
1605,73270,OMP SPARES,55.74,167.21,0.67,2019-05-07,1.0
1606,195000-344,OMP SPARES,0.79,3.0,0.74,2019-05-07,1.0
1607,195000-344,OMP SPARES,0.79,3.0,0.74,2019-05-07,1.0
1608,195000-455,OMP SPARES,12.27,36.81,0.67,2019-05-07,2.0
1609,195035-282,OMP SPARES,4.72,18.92,0.75,2019-05-07,2.0
1610,201323-450,OMP SPARES,6.42,25.68,0.75,2019-05-07,1.0
1611,A301017-363,OMP SPARES,12.77,38.31,0.67,2019-05-07,8.0
1612,190387-62,OMP SPARES,23.41,46.82,0.5,2019-05-07,2.0
1613,190387-80,OMP SPARES,13.36,53.6,0.75,2019-05-07,4.0
1614,191572-12,OMP SPARES,11.01,33.03,0.67,2019-05-07,2.0
1615,193413-312,OMP SPARES,8.03,32.12,0.75,2019-05-07,1.0
1616,193413-313,OMP SPARES,11.13,33.39,0.67,2019-05-07,2.0
1617,195000-326,OMP SPARES,0.24,2.0,0.88,2019-05-07,3.0
