ident,PNs,Date,Quantity,Material,Bought Out,Sub-Con,Machining,Fabrication,Test & Assy,Margin,Unit Cost,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Spare PNs,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Excel Name,Customer,Item Number,Deal Machine ID
EUK 1783368 Rev 1.xlsx - 1,368457REF,2017-12-05,4,,1749.0,,,,,0.4,1749.0,2915.0,11660.0,[],0.0,2915.0,11660.0,EUK 1783368 Rev 1.xlsx,Apache,1,
Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx - 7,A130980-2,1899-12-29,10,0.0,155.0,0.0,0.0,0.0,0.0,0.3,155.0,221.43,2214.29,[],0.0,221.43,2214.29,Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx,Apache,7,1916013
Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx - 11,369627,1899-12-29,1,0.0,10023.0,0.0,0.0,0.0,0.0,0.35,10023.0,15420.0,15420.0,[],0.0,15420.0,15420.0,Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx,Apache,11,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 1,A70739-1,2018-09-10,4,4589.49,18681.06,2244.98,11340.0,0.0,2821.24,0.41,39676.76,66824.23,267296.92,[],0.0,66824.23,267296.92,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,1,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 2,A70739-1,2018-09-10,7,4589.49,17857.98,2244.98,11340.0,0.0,2821.24,0.41,38853.69,65437.99,458065.94,[],0.0,65437.99,458065.94,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,2,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 3,A130978-1,2018-09-10,4,970.72,3190.44,358.65,7930.0,0.0,1282.38,0.28,13732.2,19164.79,76659.16,[],0.0,19164.79,76659.16,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,3,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 4,A130978-1,2018-09-10,7,970.72,2753.44,358.65,7930.0,0.0,1282.38,0.28,13295.2,18554.91,129884.36,[],0.0,18554.91,129884.36,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,4,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 5,D70886-1REF,2018-09-10,2,0.0,2395.88,99.79,0.0,0.0,341.97,0.4,2837.64,4729.4,9458.81,[],0.0,4729.4,9458.81,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,5,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 6,H71244-6,2018-09-10,10,0.0,538.0,21.9,0.0,0.0,0.0,0.5,559.9,1119.8,11198.0,[],0.0,1119.8,11198.0,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,6,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 7,A130980-2,2018-09-10,10,0.0,153.0,5.15,0.0,0.0,0.0,0.5,158.15,316.3,3163.0,[],0.0,316.3,3163.0,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,7,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 8,D70880-1REF,2018-09-10,7,0.0,3613.15,150.61,0.0,0.0,341.97,0.55,4105.73,9123.85,63866.95,[],0.0,9123.85,63866.95,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,8,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 9,A188398-1,2018-09-10,4,0.0,17456.97,852.26,0.0,0.0,897.67,0.5,19206.9,38413.79,153655.17,[],0.0,38413.79,153655.17,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,9,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 10,A302778-1,2018-09-10,1,0.0,22666.68,1108.82,0.0,0.0,470.21,0.27,24245.7,32987.35,32987.35,[],0.0,32987.35,32987.35,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,10,1916013
Apache 1916013 FCM Rev 00 all other items.xlsx - 11,369627,2018-09-10,1,0.0,10223.0,468.4,0.0,0.0,0.0,0.31,10691.4,15420.0,15420.0,[],0.0,15420.0,15420.0,Apache 1916013 FCM Rev 00 all other items.xlsx,Apache,11,1916013
Apache 1916013 FCM Rev 00 Tree.xlsx - 1,A292404-1,2018-09-10,4,22927.8,98090.6,15326.17,122710.32,0.0,13849.7,0.35,272904.6,417909.03,1671636.12,[],0.0,417909.03,1671636.12,Apache 1916013 FCM Rev 00 Tree.xlsx,Apache,1,1916013
Apache 1916013 FCM Rev 00 Tree.xlsx - 2,A292404-1,2018-09-10,7,22927.8,92459.72,15326.17,122710.32,0.0,13849.7,0.35,267273.72,409301.25,2865108.76,[],0.0,409301.25,2865108.76,Apache 1916013 FCM Rev 00 Tree.xlsx,Apache,2,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 1,A70739-1,2018-09-13,4,4589.49,18681.06,2244.98,11340.0,0.0,2821.24,0.41,39676.76,66824.23,267296.92,[],0.0,66824.23,267296.92,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,1,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 2,A70739-1,2018-09-13,7,4589.49,17857.98,2244.98,11340.0,0.0,2821.24,0.41,38853.69,65437.99,458065.94,[],0.0,65437.99,458065.94,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,2,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 3,A130978-1,2018-09-13,4,970.72,3190.44,358.65,7930.0,0.0,1282.38,0.28,13732.2,19164.79,76659.16,[],0.0,19164.79,76659.16,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,3,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 4,A130978-1,2018-09-13,7,970.72,2753.44,358.65,7930.0,0.0,1282.38,0.28,13295.2,18554.91,129884.36,[],0.0,18554.91,129884.36,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,4,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 5,D70886-1REF,2018-09-13,2,0.0,2395.88,99.79,0.0,0.0,341.97,0.4,2837.64,4729.4,9458.81,[],0.0,4729.4,9458.81,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,5,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 6,H71244-6,2018-09-13,10,0.0,538.0,21.9,0.0,0.0,0.0,0.5,559.9,1119.8,11198.0,[],0.0,1119.8,11198.0,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,6,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 7,A130980-2,2018-09-13,10,0.0,153.0,5.15,0.0,0.0,0.0,0.5,158.15,316.3,3163.0,[],0.0,316.3,3163.0,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,7,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 8,D70880-1REF,2018-09-13,7,0.0,3613.15,150.61,0.0,0.0,341.97,0.55,4105.73,9123.85,63866.95,[],0.0,9123.85,63866.95,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,8,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 9,A188398-1,2018-09-13,4,0.0,17456.97,852.26,0.0,0.0,897.67,0.5,19206.9,38413.79,153655.17,[],0.0,38413.79,153655.17,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,9,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 10,A302778-1,2018-09-13,1,0.0,22666.68,1108.82,0.0,0.0,470.21,0.27,24245.7,32987.35,32987.35,[],0.0,32987.35,32987.35,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,10,1916013
Apache 1916013 FCM Rev 01 all other items.xlsx - 11,369627,2018-09-13,1,0.0,10223.0,468.4,0.0,0.0,0.0,0.31,10691.4,15420.0,15420.0,[],0.0,15420.0,15420.0,Apache 1916013 FCM Rev 01 all other items.xlsx,Apache,11,1916013
Apache 1916013 FCM Rev 01 Tree.xlsx - 1,A292404-1,2018-09-13,4,22927.8,98090.6,15326.17,122710.32,0.0,13849.7,0.25,272904.6,364832.36,1459329.44,[],0.0,364832.36,1459329.44,Apache 1916013 FCM Rev 01 Tree.xlsx,Apache,1,1916013
Apache 1916013 FCM Rev 01 Tree.xlsx - 2,A292404-1,2018-09-13,7,22927.8,92459.72,15326.17,122710.32,0.0,13849.7,0.25,267273.72,357317.8,2501224.63,[],0.0,357317.8,2501224.63,Apache 1916013 FCM Rev 01 Tree.xlsx,Apache,2,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 1,A70739-1,2018-10-11,4,4589.49,18681.06,2244.98,11340.0,0.0,2821.24,0.41,39676.76,66824.23,267296.92,[],0.0,66824.23,267296.92,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,1,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 5,D70886-1REF,2018-10-11,2,0.0,2395.88,99.79,0.0,0.0,341.97,0.4,2837.64,4729.4,9458.81,[],0.0,4729.4,9458.81,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,5,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 6,H71244-6,2018-10-11,10,0.0,538.0,21.9,0.0,0.0,0.0,0.5,559.9,1119.8,11198.0,[],0.0,1119.8,11198.0,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,6,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 7,A130980-2,2018-10-11,10,0.0,153.0,5.15,0.0,0.0,0.0,0.5,158.15,316.3,3163.0,[],0.0,316.3,3163.0,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,7,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 8,D70880-1REF,2018-10-11,7,0.0,3613.15,150.61,0.0,0.0,341.97,0.55,4105.73,9123.85,63866.95,[],0.0,9123.85,63866.95,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,8,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 9,A188398-1,2018-10-11,4,0.0,17456.97,852.26,0.0,0.0,897.67,0.5,19206.9,38413.79,153655.17,[],0.0,38413.79,153655.17,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,9,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 10,A302778-1,2018-10-11,2,0.0,22666.68,1108.82,0.0,0.0,470.21,0.27,24245.7,32987.35,65974.7,[],0.0,32987.35,65974.7,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,10,1916013
Apache 1916013 FCM Rev 02 all other items.xlsx - 11,369627,2018-10-11,2,0.0,10223.0,468.4,0.0,0.0,0.0,0.31,10691.4,15420.0,30840.0,[],0.0,15420.0,30840.0,Apache 1916013 FCM Rev 02 all other items.xlsx,Apache,11,1916013
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 1,A70030-4,2018-09-07,1,5668.12,23403.3,2984.68,12400.0,0.0,2906.73,0.37,47362.83,75438.72,75438.72,[],0.0,75438.72,75438.72,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,1,1918586
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 2,A70032-8,2018-09-07,2,17850.0,1835.43,961.77,11984.5,0.0,470.21,0.4,33101.91,55169.85,110339.69,[],0.0,55169.85,110339.69,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,2,1918586
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 3,A224057-1,2018-09-07,2,0.0,5617.2,37.44,0.0,0.0,384.71,0.53,6039.36,12987.0,25974.0,[],0.0,12987.0,25974.0,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,3,1918586
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 4,162248,2018-09-07,2,0.0,1310.79,210.41,0.0,0.0,384.71,0.6,1905.91,4764.77,9529.55,[],0.0,4764.77,9529.55,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,4,1918586
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 5,A70029-4,2018-09-07,1,2748.96,12696.64,2638.77,10160.0,0.0,2265.54,0.4,30509.91,50849.85,50849.85,[],0.0,50849.85,50849.85,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,5,1918586
Apache 1918586 FCM Tree.xlsx - 1,A242286-1,2018-09-10,2,13284.2,198644.35,16676.78,58744.0,0.0,9318.63,0.26,296667.96,402479.93,804959.86,[],0.0,402479.93,804959.86,Apache 1918586 FCM Tree.xlsx,Apache,1,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 1,A70030-4,2018-10-11,1,5668.12,23403.3,2984.68,12400.0,0.0,2906.73,0.37,47362.83,75438.72,75438.72,[],0.0,75438.72,75438.72,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,1,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 2,A70032-8REF,2018-10-11,3,17850.0,2383.91,961.77,11984.5,0.0,470.21,0.4,33650.38,56083.97,168251.91,[],0.0,56083.97,168251.91,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,2,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 3,A224057-1,2018-10-11,2,0.0,5617.2,37.44,0.0,0.0,384.71,0.53,6039.36,12987.0,25974.0,[],0.0,12987.0,25974.0,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,3,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 4,162248,2018-10-11,2,0.0,1310.79,210.41,0.0,0.0,384.71,0.6,1905.91,4764.77,9529.55,[],0.0,4764.77,9529.55,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,4,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 5,A70029-4,2018-10-11,3,2748.96,12696.64,2837.57,10160.0,0.0,2265.54,0.4,30708.71,50849.85,152549.55,[],0.0,50849.85,152549.55,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,5,1918586
Apache 1918586 FCM Tree Rev 01.xlsx - 1,A242286-1,2018-10-11,3,13284.2,198644.35,16676.78,58744.0,0.0,9318.63,0.26,296667.96,402479.93,1207439.79,[],0.0,402479.93,1207439.79,Apache 1918586 FCM Tree Rev 01.xlsx,Apache,1,1918586
A224057-1 162245 REF EUK 973096 - Csg Hgr -FCM Rev 01 .xlsx - 1,162245Ref,2014-01-20,2,0.0,5751.32,0.0,0.0,0.0,1422.3,0.38,7460.56,12025.0,24050.0,[],0.0,12025.0,24050.0,A224057-1 162245 REF EUK 973096 - Csg Hgr -FCM Rev 01 .xlsx,Apache,1,
A242286-1 EUK 1188780 Beryl 5k HH XT FCM Rev 03 .xlsx - 1,A242286-1,2015-01-08,3,0.0,239367.5,0.0,0.0,0.0,0.0,0.34,248942.2,375478.44,1126435.31,[],0.0,375478.44,1126435.31,A242286-1 EUK 1188780 Beryl 5k HH XT FCM Rev 03 .xlsx,Apache,1,
A70029-4 EUK 813486 Full CMl Rev02 - .xlsx - 1,A70079-4,2013-10-09,2,10072.82,30472.27,36980.0,0.0,0.0,1680.0,0.3,82373.3,117676.14,235352.28,[],0.0,117676.14,235352.28,A70029-4 EUK 813486 Full CMl Rev02 - .xlsx,Apache,1,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 1,162153,2012-06-15,1,0.0,36202.52,5482.0,0.0,700.0,543.04,0.32,45503.07,67356.0,67356.0,[],0.0,67356.0,67356.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,1,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 2,162248,2012-06-15,2,0.0,1619.92,0.0,0.0,0.0,0.0,0.65,1717.1,4906.0,9812.0,[],0.0,4906.0,9812.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,2,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 3,162245-REF,2012-06-15,2,1100.0,742.14,4403.0,0.0,0.0,0.0,0.4,6619.8,11033.0,22066.0,[],0.0,11033.0,22066.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,3,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 4,A130917-2-REF,2012-06-15,1,6064.5,0.0,44208.25,0.0,,735.98,0.33,54069.03,80885.0,80885.0,[],0.0,80885.0,80885.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,4,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 5,A130125-4-REF,2012-06-15,2,2745.6,0.0,29945.0,0.0,,479.94,0.32,35160.99,51358.0,102716.0,[],0.0,51358.0,102716.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,5,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 6,A131229-2,2012-06-15,1,0.0,10663.99,2022.0,0.0,0.0,190.29,0.49,13648.99,26894.0,26894.0,[],0.0,26894.0,26894.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,6,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 7,162133,2012-06-15,1,0.0,10107.8,1528.0,0.0,0.0,0.0,0.3,12334.0,17620.0,17620.0,[],0.0,17620.0,17620.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,7,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 8,44595,2012-06-15,8,0.0,65.01,0.0,0.0,0.0,0.0,0.5,69.0,138.0,1104.0,[],0.0,138.0,1104.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,8,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 9,A130125-1-REF,2012-06-15,6,0.0,32994.5,945.0,0.0,,498.68,0.25,36504.44,48731.0,292386.0,[],0.0,48731.0,292386.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,9,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 1,A103324-2,2012-04-09,4,2671.0,990.38,2376.0,0.0,0.0,0.0,0.47,6037.5,11500.0,46000.0,[],0.0,11500.0,46000.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,1,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 2,A70032-12,2012-04-09,4,2756.0,1526.11,6021.0,0.0,0.0,0.0,0.67,10302.98,30825.0,123300.0,[],0.0,30825.0,123300.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,2,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 3,A70032-8,2012-04-09,2,16760.0,813.82,22081.0,0.0,0.0,0.0,0.36,39654.77,61547.0,123094.0,[],0.0,61547.0,123094.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,3,
Apache 1954076 FCM Add equip Rev 00.xlsx - 1,A71501-4,2018-10-30,2,0.0,5433.6,259.18,0.0,0.0,165.48,0.61,6148.25,15938.0,31876.0,[],0.0,15938.0,31876.0,Apache 1954076 FCM Add equip Rev 00.xlsx,Apache,1,1954076
Apache 1954076 FCM Add equip Rev 00.xlsx - 2,161067,2018-10-30,2,0.0,3628.96,171.47,0.0,0.0,165.48,0.51,4162.23,8513.0,17026.0,[],0.0,8513.0,17026.0,Apache 1954076 FCM Add equip Rev 00.xlsx,Apache,2,1954076
A224057-1 162245 REF EUK 973096 - Csg Hgr -FCM Rev 01 .xlsx - 1,162245Ref,2014-01-20,2,0.0,5751.32,0.0,0.0,0.0,1422.3,0.38,7460.56,12025.0,24050.0,[],0.0,12025.0,24050.0,A224057-1 162245 REF EUK 973096 - Csg Hgr -FCM Rev 01 .xlsx,Apache,1,
A242286-1 EUK 1188780 Beryl 5k HH XT FCM Rev 03 .xlsx - 1,A242286-1,2015-01-08,3,0.0,239367.5,0.0,0.0,0.0,0.0,0.34,248942.2,375478.44,1126435.31,[],0.0,375478.44,1126435.31,A242286-1 EUK 1188780 Beryl 5k HH XT FCM Rev 03 .xlsx,Apache,1,
A70029-4 EUK 813486 Full CMl Rev02 - .xlsx - 1,A70079-4,2013-10-09,2,10072.82,30472.27,36980.0,0.0,0.0,1680.0,0.3,82373.3,117676.14,235352.28,[],0.0,117676.14,235352.28,A70029-4 EUK 813486 Full CMl Rev02 - .xlsx,Apache,1,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 1,162153,2012-06-15,1,0.0,36202.52,5482.0,0.0,700.0,543.04,0.32,45503.07,67356.0,67356.0,[],0.0,67356.0,67356.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,1,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 2,162248,2012-06-15,2,0.0,1619.92,0.0,0.0,0.0,0.0,0.65,1717.1,4906.0,9812.0,[],0.0,4906.0,9812.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,2,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 3,162245-REF,2012-06-15,2,1100.0,742.14,4403.0,0.0,0.0,0.0,0.4,6619.8,11033.0,22066.0,[],0.0,11033.0,22066.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,3,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 4,A130917-2-REF,2012-06-15,1,6064.5,0.0,44208.25,0.0,,735.98,0.33,54069.03,80885.0,80885.0,[],0.0,80885.0,80885.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,4,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 5,A130125-4-REF,2012-06-15,2,2745.6,0.0,29945.0,0.0,,479.94,0.32,35160.99,51358.0,102716.0,[],0.0,51358.0,102716.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,5,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 6,A131229-2,2012-06-15,1,0.0,10663.99,2022.0,0.0,0.0,190.29,0.49,13648.99,26894.0,26894.0,[],0.0,26894.0,26894.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,6,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 7,162133,2012-06-15,1,0.0,10107.8,1528.0,0.0,0.0,0.0,0.3,12334.0,17620.0,17620.0,[],0.0,17620.0,17620.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,7,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 8,44595,2012-06-15,8,0.0,65.01,0.0,0.0,0.0,0.0,0.5,69.0,138.0,1104.0,[],0.0,138.0,1104.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,8,
A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx - 9,A130125-1-REF,2012-06-15,6,0.0,32994.5,945.0,0.0,,498.68,0.25,36504.44,48731.0,292386.0,[],0.0,48731.0,292386.0,A70030-4 162153 & 162248 EUK483113 FCM Rev02 .xlsx,Apache,9,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 1,A103324-2,2012-04-09,4,2671.0,990.38,2376.0,0.0,0.0,0.0,0.47,6037.5,11500.0,46000.0,[],0.0,11500.0,46000.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,1,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 2,A70032-12,2012-04-09,4,2756.0,1526.11,6021.0,0.0,0.0,0.0,0.67,10302.98,30825.0,123300.0,[],0.0,30825.0,123300.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,2,
A70032-8 EUK474727 FCM Rev 1 .xlsx - 3,A70032-8,2012-04-09,2,16760.0,813.82,22081.0,0.0,0.0,0.0,0.36,39654.77,61547.0,123094.0,[],0.0,61547.0,123094.0,A70032-8 EUK474727 FCM Rev 1 .xlsx,Apache,3,
Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx - 7,A130980-2,1899-12-29,10,0.0,155.0,0.0,0.0,0.0,0.0,0.3,155.0,221.43,2214.29,[],0.0,221.43,2214.29,Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx,Apache,7,1916013
Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx - 11,369627,1899-12-29,1,0.0,10023.0,0.0,0.0,0.0,0.0,0.35,10023.0,15420.0,15420.0,[],0.0,15420.0,15420.0,Apache 1916013 FCM Rev 00 all other items Altens Hrs.xlsx,Apache,11,1916013
Apache 1954082 Customer FCM Rev 00 addit items.xlsx - 1,A130978-2,2018-11-01,5,939.5,3182.52,350.82,9568.0,0.0,1572.1,0.3,15612.94,22304.2,111521.0,[],0.0,22304.2,111521.0,Apache 1954082 Customer FCM Rev 00 addit items.xlsx,Apache,1,1954082
Apache 1954082 Customer FCM Rev 00 addit items.xlsx - 2,397970,2018-11-01,2,0.0,165828.05,0.0,0.0,0.0,0.0,0.29,165828.05,233560.64,467121.28,[],0.0,233560.64,467121.28,Apache 1954082 Customer FCM Rev 00 addit items.xlsx,Apache,2,1954082
Apache 1954082 Customer FCM Rev 00 addit items.xlsx - 3,398003,2018-11-01,2,0.0,11829.08,566.45,0.0,0.0,0.0,0.3,12395.53,17707.9,35415.8,[],0.0,17707.9,35415.8,Apache 1954082 Customer FCM Rev 00 addit items.xlsx,Apache,3,1954082
Apache WG Tree UK 397970 breakdown.xlsx - 1,397970,1899-12-29,2,12866.22,84793.96,3744.59,54019.0,0.0,0.0,0.17,155423.77,187966.44,375932.87,[],0.0,187966.44,375932.87,Apache WG Tree UK 397970 breakdown.xlsx,Apache,1,
1969125 Rev 01.xlsx - 1,H394049-1,2019-01-25,3,,1756.86,650.0,43.29,650.0,,0.46,3100.14,5741.01,17223.03,[],0.0,5741.01,17223.03,1969125 Rev 01.xlsx,Apache,1,1969125
EUK 1830908 Tree Jack Full Cost Model Rev 0.xlsx - 1,370878,2018-02-28,1,,3587.58,155.0,,,,0.4,3742.58,6237.64,6237.64,[],0.0,6237.64,6237.64,EUK 1830908 Tree Jack Full Cost Model Rev 0.xlsx,Apache,1,EUK 1830908
EUK 1830908 Tree Jack Full Cost Model Rev 0.xlsx - 1,370878,2018-02-28,1,,3587.58,155.0,,,,0.4,3742.58,6237.64,6237.64,[],0.0,6237.64,6237.64,EUK 1830908 Tree Jack Full Cost Model Rev 0.xlsx,Apache,1,EUK 1830908
EUK 1835947 Tree caps Full Cost Model Rev 0.xlsx - 1,398003,2018-03-22,3,,9875.0,51.67,,,,0.25,9926.67,13235.56,39706.67,[],0.0,13235.56,39706.67,EUK 1835947 Tree caps Full Cost Model Rev 0.xlsx,Apache,1,EUK 1835947
1997101 Rev 01.xlsx - 1,TBE,2019-03-05,2,,2375.5,,,,595.56,0.37,2971.06,4715.97,9431.94,[],0.0,4715.97,9431.94,1997101 Rev 01.xlsx,Apache,1,1997101
Apache 2022921 FCM Internal Rev 00 2nd china IC quote.xlsx - 1,TBE,2019-05-14,1,0.0,255206.88,60.5,1210.0,7295.27,0.0,0.33,263772.65,393690.52,393690.52,[],0.0,393690.52,393690.52,Apache 2022921 FCM Internal Rev 00 2nd china IC quote.xlsx,Apache,1,2022921
Apache 1918586 FCM MB Hangers Rev 00.xlsx - 4,162248,2018-09-07,2,0.0,1310.79,210.41,0.0,0.0,384.71,0.6,1905.91,4764.77,9529.55,[],0.0,4764.77,9529.55,Apache 1918586 FCM MB Hangers Rev 00.xlsx,Apache,4,1918586
Apache 1918586 FCM MB Hangers Rev 01.xlsx - 2,A70032-8REF,2018-10-11,3,17850.0,2383.91,961.77,11984.5,0.0,470.21,0.4,33650.38,56083.97,168251.91,[],0.0,56083.97,168251.91,Apache 1918586 FCM MB Hangers Rev 01.xlsx,Apache,2,1918586
